customer_id,week,effective_archetype,week_ite,j_curve_ratio,scratch_velocity,accumulation_slope,expired_cashback_fraction,wallet_end_rs,time_to_expiry_at_conversion,coupon_contribution_ratio,weekly_sessions,weekly_orders,weekly_revenue_rs,cashback_applied_rs
C00447,5,accidental_saver,0.177,1.7443,0.4286,-4.2,0.0,200.0,0.0,0.203,28.65,1,985.2,200.0
C00447,6,accidental_saver,0.1892,1.6914,0.4286,-2.9143,0.0,200.0,1.0,0.3235,24.11,1,618.21,200.0
C00447,7,accidental_saver,0.1823,0.4741,0.5,-0.2,0.0,52.0,2.0,0.0652,18.28,1,797.28,52.0
C00447,8,accidental_saver,0.1802,1.1026,0.6667,-36.0,0.0,93.0,,0.0,10.77,0,0.0,0.0
C00448,1,sure_thing,0.0134,0.1955,0.75,-2.8,0.0,44.0,6.0,0.0669,8.87,1,657.88,44.0
C00448,2,sure_thing,0.0341,0.7888,0.75,0.1,0.0,75.0,6.0,0.0972,19.01,1,771.74,75.0
C00448,3,sure_thing,0.0199,0.3691,0.75,-2.1,0.0,117.0,6.0,0.1243,20.1,1,941.58,117.0
C00448,4,sure_thing,0.0146,0.4288,0.75,-1.1,0.0,57.0,6.0,0.1075,12.82,1,530.42,57.0
C00448,5,sure_thing,0.0286,0.9252,0.75,-15.5,0.0,117.0,5.0,0.1156,8.4,1,1012.05,117.0
C00448,6,sure_thing,0.0023,0.1746,0.6,0.1,0.0,9.0,6.0,0.0098,23.23,1,921.08,9.0
C00448,7,sure_thing,0.008,0.2475,0.75,10.4,0.0,48.0,6.0,0.0402,14.89,1,1192.7,48.0
C00448,8,sure_thing,0.001,1.064,0.6,-14.3,0.0,112.0,6.0,0.1055,21.8,1,1061.78,112.0
C00449,1,accidental_saver,0.1705,3.3388,0.4286,-1.5357,0.0,168.0,1.0,0.2021,31.13,1,831.08,168.0
C00449,2,accidental_saver,0.1673,1.1472,0.3333,-3.0,0.0,34.0,,0.0,21.03,0,0.0,0.0
C00449,3,accidental_saver,0.1832,1.9357,0.4286,-0.5714,0.0,176.0,0.0,0.2071,23.48,1,849.76,176.0
C00449,4,accidental_saver,0.1666,0.8788,0.4286,20.3,0.0899,172.0,0.0,0.4366,20.87,1,393.96,172.0
C00449,5,accidental_saver,0.1871,1.8621,0.6667,0.5,0.0,14.0,1.0,0.0276,22.24,1,508.14,14.0
C00449,6,accidental_saver,0.1749,2.0263,0.4286,-1.8857,0.0606,124.0,0.0,0.1475,27.37,1,840.77,124.0
C00449,7,accidental_saver,0.1535,0.735,0.6,15.2,0.0,93.0,,0.0,20.06,0,0.0,0.0
C00449,8,accidental_saver,0.1816,1.25,0.25,-5.8,0.0,60.0,0.0,0.1038,11.83,1,578.22,60.0
C00450,1,sure_thing,0.0103,1.3611,0.6,3.2,0.0,30.0,5.0,0.0483,19.43,1,621.29,30.0
C00450,2,sure_thing,0.02,0.5416,1.0,4.5,0.0,98.0,6.0,0.1834,23.74,1,534.47,98.0
C00450,3,sure_thing,0.0147,0.6329,0.75,-0.5,0.0,69.0,5.0,0.1057,21.08,1,652.98,69.0
C00450,4,sure_thing,0.0211,0.3647,1.0,4.0,0.0,54.0,6.0,0.0645,19.43,1,837.07,54.0
C00450,5,sure_thing,0.0257,0.4882,0.75,20.0,0.0,144.0,5.0,0.1513,18.07,1,951.8,144.0
C00450,6,sure_thing,0.0116,0.3468,0.75,-5.5,0.0,33.0,6.0,0.0307,22.0,1,1076.65,33.0
C00450,7,sure_thing,0.0211,1.4496,0.5,-6.5,0.0,79.0,,0.0,22.5,0,0.0,0.0
C00450,8,sure_thing,0.033,0.393,0.6,-2.7,0.0,109.0,5.0,0.1849,17.69,1,589.35,109.0
C00451,1,hunter,0.4807,1.702,0.4286,15.4,0.0242,161.0,1.0,0.4187,18.32,1,384.56,161.0
C00451,2,hunter,0.5257,0.3925,0.5,-3.5,0.0,113.0,2.0,0.1302,17.86,1,867.88,113.0
C00451,3,hunter,0.5142,1.9251,0.4286,-1.8,0.0,200.0,0.0,0.176,28.04,1,1136.25,200.0
C00451,4,hunter,0.4938,1.0434,0.3333,2.5,0.0,55.0,,0.0,13.57,0,0.0,0.0
C00451,5,hunter,0.5341,1.0896,0.4286,3.4643,0.0,99.0,0.0,0.1457,19.24,1,679.56,99.0
C00451,6,hunter,0.5343,2.1469,0.4286,-0.5,0.0,158.0,1.0,0.1599,31.24,1,988.09,158.0
C00451,7,hunter,0.5309,2.4549,0.4286,15.4857,0.0196,200.0,3.0,0.3303,38.13,1,605.57,200.0
C00451,8,hunter,0.5465,2.0576,0.4286,-10.4,0.1221,187.0,1.0,0.2378,27.33,1,786.34,187.0
C00452,1,accidental_saver,0.0839,0.6075,0.4286,-0.8571,0.0148,200.0,1.0,0.2486,15.04,1,804.45,200.0
C00452,2,accidental_saver,0.0733,1.1032,0.3333,-0.2571,0.0,83.0,1.0,0.1084,16.15,1,765.95,83.0
C00452,3,accidental_saver,0.0902,0.0,0.4286,0.8,0.0431,200.0,0.0,0.2152,18.62,1,929.31,200.0
C00452,4,accidental_saver,0.0971,1.4795,0.4286,-0.5357,0.0,181.0,0.0,0.1975,26.02,1,916.68,181.0
C00452,5,accidental_saver,0.0889,1.4802,0.4286,-1.7,0.0099,200.0,0.0,0.3742,34.41,1,534.48,200.0
C00452,6,accidental_saver,0.092,0.9233,0.4,2.8,0.0,111.0,4.0,0.2765,24.09,1,401.45,111.0
C00452,7,accidental_saver,0.0897,1.0243,0.4286,2.1714,0.1006,152.0,1.0,0.2917,27.32,1,521.04,152.0
C00452,8,accidental_saver,0.0777,1.2787,0.4286,-11.6,0.0909,200.0,1.0,0.2331,18.32,1,857.87,200.0
C00453,1,sure_thing,0.0408,0.0967,0.6,0.1,0.0,99.0,5.0,0.1296,18.87,1,763.83,99.0
C00453,2,sure_thing,0.0484,0.0,0.75,3.8,0.0,82.0,5.0,0.1544,18.56,1,531.23,82.0
C00453,3,sure_thing,0.0474,0.4292,0.75,-3.3,0.0,53.0,6.0,0.0794,15.23,1,667.78,53.0
C00453,4,sure_thing,0.0547,0.4065,1.0,-7.5,0.0,121.0,5.0,0.118,18.65,1,1025.3,121.0
C00453,5,sure_thing,0.0388,0.5446,1.0,-9.0,0.0,45.0,6.0,0.0756,11.29,1,595.11,45.0
C00453,6,sure_thing,0.0415,0.4247,0.6,-1.4,0.0,34.0,6.0,0.0365,28.41,1,931.47,34.0
C00453,7,sure_thing,0.0303,0.3967,0.75,0.1,0.0,25.0,6.0,0.0276,18.69,1,904.49,25.0
C00453,8,sure_thing,0.038,0.5286,0.6,-8.7,0.0,100.0,5.0,0.1381,20.85,1,724.26,100.0
C00454,1,sure_thing,0.0354,0.508,0.5,9.2,0.0,172.0,3.0,0.3506,18.42,1,490.55,172.0
C00454,2,sure_thing,0.0222,0.5985,0.6,2.0,0.0,106.0,6.0,0.0898,22.45,1,1180.71,106.0
C00454,3,sure_thing,0.0223,0.3962,1.0,1.0,0.0,99.0,6.0,0.1845,16.72,1,536.65,99.0
C00454,4,sure_thing,0.0127,2.0401,0.5,-3.7714,0.0,68.0,,0.0,14.07,0,0.0,0.0
C00454,5,sure_thing,0.0135,1.0527,0.5,-1.8,0.0,44.0,4.0,0.0438,23.48,1,1003.87,44.0
C00454,6,sure_thing,0.0165,0.626,0.5,-6.2,0.0,147.0,3.0,0.2163,20.32,1,679.72,147.0
C00454,7,sure_thing,0.0132,0.7048,0.75,0.3,0.0,71.0,6.0,0.0962,20.02,1,737.76,71.0
C00454,8,sure_thing,0.0289,0.6646,0.0,1.0,0.0,22.0,3.0,0.0272,16.04,1,807.68,22.0
C00455,1,sure_thing,0.0436,3.6895,0.3333,-1.5714,0.0,157.0,4.0,0.2051,18.08,1,765.55,157.0
C00455,2,sure_thing,0.042,0.7424,0.0,-0.0,0.0,26.0,1.0,0.053,17.77,1,490.96,26.0
C00455,3,sure_thing,0.0207,0.8415,0.25,2.3,0.0,41.0,3.0,0.0395,14.34,1,1038.91,41.0
C00455,4,sure_thing,0.0342,1.1345,0.6,-12.5,0.0,125.0,2.0,0.1946,14.4,1,642.32,125.0
C00455,5,sure_thing,0.0305,0.2145,0.75,3.5,0.0,23.0,2.0,0.03,16.9,1,767.07,23.0
C00455,6,sure_thing,0.0192,0.5111,0.6,-8.8,0.0,76.0,6.0,0.0649,19.27,1,1171.5,76.0
C00455,7,sure_thing,0.0103,0.4669,0.6,-2.7,0.0,162.0,6.0,0.1643,13.92,1,986.19,162.0
C00455,8,sure_thing,0.0319,0.38,0.6,2.3,0.0,200.0,6.0,0.2098,19.13,1,953.35,200.0
C00456,1,hunter,0.4773,1.4927,0.4286,-1.7143,0.0,200.0,0.0,0.3353,31.7,1,596.43,200.0
C00456,2,hunter,0.4871,4.9576,0.4286,4.5,0.0,200.0,0.0,0.2511,22.51,1,796.56,200.0
C00456,3,hunter,0.5086,5.7196,0.4286,4.3,0.0,200.0,0.0,0.2651,16.8,1,754.54,200.0
C00456,4,hunter,0.4906,3.9823,0.4286,-1.25,0.0,200.0,0.0,0.3365,14.5,1,594.29,200.0
C00456,5,hunter,0.4912,1.8629,0.4286,-6.4,0.0,200.0,0.0,0.4359,26.44,1,458.77,200.0
C00456,6,hunter,0.5311,2.4091,0.4286,1.6071,0.0,200.0,1.0,0.3516,12.73,1,568.82,200.0
C00456,7,hunter,0.5228,0.7858,0.4286,2.1143,0.0169,174.0,1.0,0.1926,22.2,1,903.2,174.0
C00456,8,hunter,0.5256,2.0793,0.4286,3.6,0.1689,123.0,0.0,0.2707,32.23,1,454.46,123.0
C00457,1,accidental_saver,0.1927,2.6768,0.4286,-11.9,0.2105,105.0,0.0,0.0905,29.87,1,1160.61,105.0
C00457,2,accidental_saver,0.212,0.3792,0.4,6.0,0.0,75.0,,0.0,14.56,0,0.0,0.0
C00457,3,accidental_saver,0.197,0.3319,0.5,-29.3,0.0,121.0,,0.0,20.28,0,0.0,0.0
C00457,4,accidental_saver,0.23,1.1455,0.4286,2.3,0.0879,83.0,0.0,0.0907,23.13,1,915.4,83.0
C00457,5,accidental_saver,0.2043,1.3988,0.5,7.7,0.0,53.0,,0.0,20.65,0,0.0,0.0
C00457,6,accidental_saver,0.2155,2.1188,0.4286,9.0,0.0,200.0,0.0,0.2563,31.71,1,780.2,200.0
C00457,7,accidental_saver,0.2039,2.1032,0.4286,-4.6,0.0197,199.0,2.0,0.3888,23.58,1,511.79,199.0
C00457,8,accidental_saver,0.1855,2.4877,0.4286,-4.2286,0.0385,200.0,3.0,0.2201,23.97,1,908.76,200.0
C00458,1,hunter,0.5158,0.6647,0.3333,3.0,0.0,23.0,1.0,0.0329,11.22,1,698.74,23.0
C00458,2,hunter,0.4496,2.6576,0.4286,5.2,0.0099,200.0,1.0,0.2777,30.74,1,720.28,200.0
C00458,3,hunter,0.5125,1.7442,0.2,-10.1,0.0,127.0,0.0,0.1889,20.83,1,672.24,127.0
C00458,4,hunter,0.5373,1.0178,0.5,6.0,0.0,94.0,3.0,0.1464,19.36,1,641.86,94.0
C00458,5,hunter,0.5167,1.8476,0.6667,-2.5,0.0,86.0,1.0,0.1175,20.55,1,731.88,86.0
C00458,6,hunter,0.5117,1.8884,0.4286,3.7143,0.0,192.0,0.0,0.2593,26.15,1,740.39,192.0
C00458,7,hunter,0.5315,0.5387,0.4,-7.6,0.0,106.0,1.0,0.1255,17.84,1,844.74,106.0
C00458,8,hunter,0.5393,0.9218,0.5,1.7714,0.0,118.0,1.0,0.179,22.1,1,659.23,118.0
C00459,1,accidental_saver,0.1174,0.678,0.25,11.1,0.0,87.0,3.0,0.1469,23.64,1,592.08,87.0
C00459,2,accidental_saver,0.1226,1.2076,0.4286,-3.5714,0.0083,119.0,1.0,0.1883,25.31,1,632.09,119.0
C00459,3,accidental_saver,0.1225,1.2882,0.4286,0.4857,0.0197,149.0,1.0,0.2594,16.2,1,574.43,149.0
C00459,4,accidental_saver,0.1237,1.0178,0.4286,0.4643,0.0,200.0,1.0,0.2023,16.86,1,988.47,200.0
C00459,5,accidental_saver,0.1234,1.2892,0.5,10.0,0.0,100.0,4.0,0.1039,20.56,1,962.31,100.0
C00459,6,accidental_saver,0.1108,1.1065,0.3333,19.5,0.0,111.0,1.0,0.1436,20.17,1,772.8,111.0
C00459,7,accidental_saver,0.1236,2.0518,0.4286,-11.4,0.0809,159.0,0.0,0.3016,28.1,1,527.14,159.0
C00459,8,accidental_saver,0.1174,0.5214,0.5,-1.4286,0.0,158.0,1.0,0.2149,17.89,1,735.3,158.0
C00460,1,accidental_saver,0.1007,0.9313,0.4,3.7,0.0,54.0,2.0,0.0611,22.67,1,883.43,54.0
C00460,2,accidental_saver,0.1033,0.3126,0.5,17.2,0.0,102.0,,0.0,20.36,0,0.0,0.0
C00460,3,accidental_saver,0.0889,0.8143,0.25,7.1,0.0,93.0,4.0,0.099,23.88,1,939.21,93.0
C00460,4,accidental_saver,0.0959,0.8514,0.3333,1.6,0.0,200.0,,0.0,19.34,0,0.0,0.0
C00460,5,accidental_saver,0.0912,0.2821,0.6,8.6,0.0,107.0,,0.0,18.65,0,0.0,0.0
C00460,6,accidental_saver,0.0698,1.5561,0.25,25.5,0.0,109.0,1.0,0.2813,19.15,1,387.49,109.0
C00460,7,accidental_saver,0.0973,1.1798,0.25,-27.8,0.0,160.0,2.0,0.2367,22.4,1,676.01,160.0
C00460,8,accidental_saver,0.0814,0.4355,0.5,-3.5714,0.0,83.0,2.0,0.1153,23.19,1,720.05,83.0
C00461,1,sure_thing,0.0188,0.6274,0.75,-7.2,0.0,82.0,6.0,0.1947,14.79,1,421.07,82.0
C00461,2,sure_thing,0.0099,0.3735,1.0,8.0,0.0,102.0,6.0,0.0968,17.27,1,1053.76,102.0
C00461,3,sure_thing,0.011,0.9993,0.75,-0.3,0.0,91.0,6.0,0.0886,14.37,1,1026.89,91.0
C00461,4,sure_thing,0.025,2.6474,0.6,0.5,0.0,69.0,6.0,0.0566,10.77,1,1220.05,69.0
C00461,5,sure_thing,0.0143,0.7428,0.75,-16.2,0.0,76.0,5.0,0.1617,17.66,1,470.13,76.0
C00461,6,sure_thing,0.0053,0.8877,1.0,-3.0,0.0,61.0,6.0,0.0737,20.83,1,827.58,61.0
C00461,7,sure_thing,0.0164,0.3061,0.75,-6.3,0.0,65.0,6.0,0.2157,27.65,1,301.3,65.0
C00461,8,sure_thing,0.0118,0.5892,0.75,0.0,0.0,32.0,5.0,0.0277,27.22,1,1156.82,32.0
C00462,1,hunter,0.4548,0.2206,0.5,11.3,0.0,65.0,0.0,0.087,23.85,1,747.47,65.0
C00462,2,hunter,0.5178,1.1517,0.4286,3.7,0.2463,101.0,1.0,0.1237,21.36,1,816.23,101.0
C00462,3,hunter,0.4968,0.9495,0.5,-3.5,0.0,49.0,,0.0,28.3,0,0.0,0.0
C00462,4,hunter,0.4771,1.8542,0.2,-3.7,0.0,104.0,4.0,0.1689,16.12,1,615.83,104.0
C00462,5,hunter,0.4967,0.946,0.5,1.6,0.0,200.0,2.0,0.363,26.32,1,550.96,200.0
C00462,6,hunter,0.531,2.2004,0.4286,3.0857,0.0385,200.0,1.0,0.3097,31.41,1,645.8,200.0
C00462,7,hunter,0.5568,1.1601,0.3333,-0.7714,0.0,63.0,1.0,0.1051,18.46,1,599.6,63.0
C00462,8,hunter,0.5442,0.9152,0.4286,3.5,0.069,135.0,1.0,0.3685,19.35,1,366.38,135.0
C00463,1,sure_thing,0.0491,0.6769,0.25,-6.1,0.0,71.0,3.0,0.0962,11.43,1,737.93,71.0
C00463,2,sure_thing,0.0377,0.4884,0.5,-1.6,0.0,98.0,3.0,0.1086,22.08,1,902.47,98.0
C00463,3,sure_thing,0.0291,1.1286,0.3333,0.5,0.0,46.0,2.0,0.0755,20.37,1,609.07,46.0
C00463,4,sure_thing,0.0331,0.5361,1.0,-3.0,0.0,20.0,6.0,0.029,9.68,1,689.85,20.0
C00463,5,sure_thing,0.0295,0.5499,0.5,-4.2,0.0,90.0,0.0,0.1099,25.06,1,818.7,90.0
C00463,6,sure_thing,0.0349,0.0635,1.0,7.0,0.0,44.0,6.0,0.0465,17.8,1,946.14,44.0
C00463,7,sure_thing,0.0455,0.2103,0.5,0.2,0.0,25.0,2.0,0.0319,16.87,1,783.88,25.0
C00463,8,sure_thing,0.0439,0.5952,0.6,2.3,0.0,70.0,5.0,0.0849,19.04,1,824.68,70.0
C00464,1,accidental_saver,0.1352,2.3405,0.25,2.7,0.0,89.0,2.0,0.1484,14.77,1,599.87,89.0
C00464,2,accidental_saver,0.134,1.3749,0.4286,0.4857,0.0613,153.0,0.0,0.1613,19.87,1,948.36,153.0
C00464,3,accidental_saver,0.1393,1.5318,0.4,-3.9,0.0,137.0,1.0,0.1781,22.08,1,769.39,137.0
C00464,4,accidental_saver,0.1315,0.3043,0.4,-5.5,0.0,200.0,3.0,0.371,22.42,1,539.12,200.0
C00464,5,accidental_saver,0.0894,1.6374,0.4286,13.4,0.2101,94.0,3.0,0.1318,28.1,1,713.13,94.0
C00464,6,accidental_saver,0.1313,0.521,0.3333,2.5,0.0,10.0,4.0,0.0123,26.77,1,812.87,10.0
C00464,7,accidental_saver,0.1362,1.8873,0.4286,-1.0,0.1082,173.0,1.0,0.2979,20.63,1,580.73,173.0
C00464,8,accidental_saver,0.1189,1.0506,0.4286,-2.7,0.0476,200.0,3.0,0.3126,20.64,1,639.79,200.0
C00465,1,accidental_saver,0.1549,0.6351,0.4,5.6,0.0,59.0,0.0,0.0798,19.4,1,739.58,59.0
C00465,2,accidental_saver,0.1593,0.8606,0.4286,-2.9,0.005,200.0,0.0,0.2059,22.17,1,971.58,200.0
C00465,3,accidental_saver,0.156,1.4257,0.0,4.5,0.0,21.0,,0.0,20.18,0,0.0,0.0
C00465,4,accidental_saver,0.1484,1.7916,0.4286,0.5,0.0291,200.0,0.0,0.3067,31.42,1,652.11,200.0
C00465,5,accidental_saver,0.1592,1.8135,0.4286,-0.0,0.0,200.0,0.0,0.1732,29.62,1,1154.94,200.0
C00465,6,accidental_saver,0.1514,1.0966,0.4,5.0,0.0,100.0,2.0,0.2484,23.51,1,402.61,100.0
C00465,7,accidental_saver,0.1556,1.3406,0.3333,6.2,0.0,143.0,1.0,0.208,13.88,1,687.34,143.0
C00465,8,accidental_saver,0.1444,0.9076,0.4286,-5.1,0.0126,157.0,2.0,0.1313,25.27,1,1195.68,157.0
C00466,1,accidental_saver,0.0902,2.8199,0.25,-1.9,0.0,71.0,2.0,0.1534,17.48,1,462.98,71.0
C00466,2,accidental_saver,0.0705,1.343,0.5,-4.2,0.0,82.0,2.0,0.1558,17.27,1,526.4,82.0
C00466,3,accidental_saver,0.0667,1.5056,0.0,22.0,0.0,180.0,2.0,0.1882,15.28,1,956.45,180.0
C00466,4,accidental_saver,0.0629,1.6905,0.3333,2.9143,0.0,128.0,3.0,0.2054,23.31,1,623.11,128.0
C00466,5,accidental_saver,0.0698,0.7883,0.6667,12.5,0.0,48.0,1.0,0.0519,20.57,1,924.93,48.0
C00466,6,accidental_saver,0.0718,1.3824,0.25,2.0,0.0,86.0,3.0,0.1026,24.91,1,838.59,86.0
C00466,7,accidental_saver,0.098,1.0395,0.6667,-10.5,0.0,64.0,2.0,0.1066,23.56,1,600.23,64.0
C00466,8,accidental_saver,0.0663,2.1782,0.5,0.5143,0.0,66.0,3.0,0.1031,23.26,1,640.24,66.0
C00467,1,hunter,0.4476,0.2875,0.5,7.0286,0.0,200.0,3.0,0.344,9.12,1,581.44,200.0
C00467,2,hunter,0.4855,2.3019,0.4,17.3,0.0,148.0,,0.0,26.44,0,0.0,0.0
C00467,3,hunter,0.5143,0.4658,0.25,5.1,0.0,105.0,1.0,0.1376,22.95,1,763.25,105.0
C00467,4,hunter,0.5029,0.9073,0.4286,-1.7429,0.0567,133.0,1.0,0.1714,19.52,1,775.85,133.0
C00467,5,hunter,0.5222,2.1821,0.6,2.8,0.0,39.0,2.0,0.0645,16.34,1,605.09,39.0
C00467,6,hunter,0.4956,1.4087,0.3333,5.5,0.0,16.0,4.0,0.0351,28.35,1,456.18,16.0
C00467,7,hunter,0.5679,0.4812,0.2,-6.1,0.0,88.0,4.0,0.1899,18.12,1,463.35,88.0
C00467,8,hunter,0.5624,0.627,0.5,6.9429,0.0,141.0,2.0,0.1597,25.26,1,882.75,141.0
C00468,1,sure_thing,0.0246,1.1211,0.3333,-12.5,0.0,56.0,2.0,0.0624,20.22,1,897.76,56.0
C00468,2,sure_thing,0.0203,1.1777,0.4,-0.1,0.0,36.0,,0.0,21.47,0,0.0,0.0
C00468,3,sure_thing,0.0224,0.172,0.75,-4.6,0.0,30.0,6.0,0.0407,19.72,1,736.54,30.0
C00468,4,sure_thing,0.0368,0.277,0.6,-1.0,0.0,98.0,,0.0,14.6,0,0.0,0.0
C00468,5,sure_thing,0.0219,0.399,0.6,-1.9,0.0,151.0,5.0,0.1403,22.14,1,1076.32,151.0
C00468,6,sure_thing,0.0167,0.1416,0.6,3.5,0.0,133.0,6.0,0.1158,15.62,1,1148.46,133.0
C00468,7,sure_thing,0.0178,0.2435,0.75,-7.5,0.0,97.0,6.0,0.1786,10.29,1,543.26,97.0
C00468,8,sure_thing,0.0203,1.2508,0.5,1.4286,0.0,128.0,,0.0,19.21,0,0.0,0.0
C00469,1,accidental_saver,0.1601,0.7843,0.2,6.0,0.0,200.0,,0.0,19.06,0,0.0,0.0
C00469,2,accidental_saver,0.1859,0.4332,0.75,3.4,0.0,28.0,4.0,0.0335,18.45,1,835.65,28.0
C00469,3,accidental_saver,0.187,0.1277,0.6667,-6.0,0.0,155.0,,0.0,8.18,0,0.0,0.0
C00469,4,accidental_saver,0.1866,0.1339,0.3333,-19.0,0.0,165.0,1.0,0.1846,16.46,1,893.61,165.0
C00469,5,accidental_saver,0.169,0.7529,0.0,-1.5,0.0,41.0,3.0,0.0684,11.11,1,599.17,41.0
C00469,6,accidental_saver,0.1643,2.4495,0.0,18.0,0.0,102.0,3.0,0.1182,19.2,1,863.04,102.0
C00469,7,accidental_saver,0.1727,0.2288,0.6667,-9.0,0.0,82.0,4.0,0.098,11.51,1,837.15,82.0
C00469,8,accidental_saver,0.1722,1.3741,0.5,7.0,0.0,138.0,,0.0,22.91,0,0.0,0.0
C00470,1,sure_thing,0.0398,0.2967,0.6,21.2,0.0,189.0,5.0,0.2234,22.84,1,846.17,189.0
C00470,2,sure_thing,0.0417,0.2543,0.75,7.6,0.0,170.0,6.0,0.1594,23.02,1,1066.57,170.0
C00470,3,sure_thing,0.041,0.7051,0.6,-1.5,0.0,114.0,5.0,0.0973,26.43,1,1171.92,114.0
C00470,4,sure_thing,0.046,0.4112,0.3333,-19.5,0.0,69.0,2.0,0.0826,16.42,1,834.95,69.0
C00470,5,sure_thing,0.0375,0.9292,0.6667,-5.0,0.0,67.0,,0.0,20.53,0,0.0,0.0
C00470,6,sure_thing,0.0308,0.7027,0.5,-0.8857,0.0,195.0,4.0,0.2142,24.15,1,910.52,195.0
C00470,7,sure_thing,0.0489,0.1837,1.0,8.5,0.0,71.0,6.0,0.1027,20.25,1,691.21,71.0
C00470,8,sure_thing,0.0356,1.6255,0.0,7.5,0.0,38.0,3.0,0.0579,19.96,1,656.24,38.0
C00471,1,accidental_saver,0.0868,2.4357,0.4286,-4.7143,0.0,200.0,0.0,0.5152,34.92,1,388.17,200.0
C00471,2,accidental_saver,0.0937,1.3925,0.4286,9.5,0.0,200.0,0.0,0.2019,14.72,1,990.35,200.0
C00471,3,accidental_saver,0.0829,1.6658,0.5,-4.4,0.0,180.0,1.0,0.2465,21.66,1,730.1,180.0
C00471,4,accidental_saver,0.0807,1.4607,0.25,-9.0,0.0,80.0,1.0,0.1123,15.65,1,712.33,80.0
C00471,5,accidental_saver,0.0873,0.7314,0.3333,3.0,0.0,19.0,,0.0,15.68,0,0.0,0.0
C00471,6,accidental_saver,0.0763,1.6712,0.4,-7.8,0.0,90.0,4.0,0.2178,14.19,1,413.15,90.0
C00471,7,accidental_saver,0.0987,1.6789,0.4286,1.1071,0.0,172.0,2.0,0.2077,25.23,1,828.28,172.0
C00471,8,accidental_saver,0.0776,1.0221,0.4286,-11.4,0.0522,127.0,0.0,0.1093,23.03,1,1161.8,127.0
C00472,1,sure_thing,0.0196,0.6204,0.6,-0.6,0.0,114.0,6.0,0.1677,19.57,1,679.83,114.0
C00472,2,sure_thing,0.0277,0.4602,0.6,1.6,0.0,129.0,6.0,0.1222,19.68,1,1055.86,129.0
C00472,3,sure_thing,0.0372,0.6628,0.5,1.5714,0.0,81.0,,0.0,26.79,0,0.0,0.0
C00472,4,sure_thing,0.0202,1.2154,0.6,0.9,0.0,29.0,6.0,0.0402,16.62,1,722.16,29.0
C00472,5,sure_thing,0.0417,1.4157,0.5,-23.2,0.0,126.0,4.0,0.2688,21.47,1,468.75,126.0
C00472,6,sure_thing,0.0293,0.3324,0.75,1.1,0.0,57.0,6.0,0.0663,21.57,1,859.98,57.0
C00472,7,sure_thing,0.0349,0.2867,0.75,3.4,0.0,54.0,3.0,0.0723,25.82,1,746.61,54.0
C00472,8,sure_thing,0.0423,1.6044,0.6667,10.5,0.0,93.0,,0.0,19.18,0,0.0,0.0
C00473,1,sure_thing,0.0458,0.6431,0.6667,3.5,0.0,38.0,3.0,0.0533,18.46,1,713.37,38.0
C00473,2,sure_thing,0.0518,0.3118,0.6,2.2,0.0,43.0,6.0,0.055,24.19,1,781.66,43.0
C00473,3,sure_thing,0.0661,0.153,0.6,8.9,0.0,106.0,6.0,0.1043,22.01,1,1016.5,106.0
C00473,4,sure_thing,0.0587,0.6949,0.75,-23.5,0.0,137.0,6.0,0.1552,13.55,1,882.69,137.0
C00473,5,sure_thing,0.0415,1.4197,1.0,-1.5,0.0,30.0,5.0,0.017,17.51,1,1764.76,30.0
C00473,6,sure_thing,0.0548,0.8142,0.5,3.9,0.0,61.0,,0.0,20.44,0,0.0,0.0
C00473,7,sure_thing,0.0429,3.1949,0.75,-3.8,0.0,102.0,2.0,0.2671,14.31,1,381.91,102.0
C00473,8,sure_thing,0.0559,0.4945,0.6,1.6,0.0,74.0,5.0,0.086,20.19,1,860.4,74.0
C00474,1,sure_thing,0.0265,0.8283,0.3333,-22.0,0.0,63.0,4.0,0.0927,26.33,1,679.89,63.0
C00474,2,sure_thing,0.029,0.7378,0.4,1.2,0.0,200.0,3.0,0.3128,18.01,1,639.41,200.0
C00474,3,sure_thing,0.0237,1.5502,0.25,-9.7,0.0,55.0,4.0,0.0686,22.09,1,801.89,55.0
C00474,4,sure_thing,0.0229,0.8158,0.3333,-0.4286,0.0,119.0,,0.0,17.51,0,0.0,0.0
C00474,5,sure_thing,0.0254,0.8903,0.3333,6.0,0.0,76.0,,0.0,24.78,0,0.0,0.0
C00474,6,sure_thing,0.0013,0.3701,0.75,-4.9,0.0,35.0,6.0,0.0292,18.59,1,1198.71,35.0
C00474,7,sure_thing,0.0293,0.5756,1.0,-46.5,0.0,112.0,6.0,0.103,21.3,1,1087.27,112.0
C00474,8,sure_thing,0.0384,0.5832,0.5,2.4,0.0,148.0,2.0,0.2273,13.23,1,651.0,148.0
C00475,1,sure_thing,0.0329,0.293,1.0,15.5,0.0,92.0,5.0,0.091,17.99,1,1010.99,92.0
C00475,2,sure_thing,0.0497,0.0725,1.0,6.5,0.0,37.0,6.0,0.0356,23.39,1,1039.14,37.0
C00475,3,sure_thing,0.0263,0.7289,0.75,-0.2,0.0,22.0,5.0,0.0209,17.03,1,1054.16,22.0
C00475,4,sure_thing,0.053,0.595,0.6,-1.3,0.0,35.0,6.0,0.0326,17.14,1,1073.64,35.0
C00475,5,sure_thing,0.0643,1.0573,1.0,-1.5,0.0,6.0,5.0,0.0055,12.03,1,1086.59,6.0
