customer_id,week,true_archetype,effective_archetype,week_ite,drifted
C00585,1,accidental_saver,accidental_saver,0.1787,0
C00585,2,accidental_saver,accidental_saver,0.1895,0
C00585,3,accidental_saver,accidental_saver,0.1992,0
C00585,4,accidental_saver,accidental_saver,0.2107,0
C00585,5,accidental_saver,accidental_saver,0.1902,0
C00585,6,accidental_saver,accidental_saver,0.1773,0
C00585,7,accidental_saver,accidental_saver,0.1821,0
C00585,8,accidental_saver,accidental_saver,0.2123,0
C00586,1,sure_thing,sure_thing,0.0598,0
C00586,2,sure_thing,sure_thing,0.0729,0
C00586,3,sure_thing,sure_thing,0.0626,0
C00586,4,sure_thing,sure_thing,0.0616,0
C00586,5,sure_thing,sure_thing,0.066,0
C00586,6,sure_thing,sure_thing,0.0589,0
C00586,7,sure_thing,sure_thing,0.0721,0
C00586,8,sure_thing,sure_thing,0.0744,0
C00587,1,sure_thing,sure_thing,0.0951,0
C00587,2,sure_thing,sure_thing,0.0853,0
C00587,3,sure_thing,sure_thing,0.0767,0
C00587,4,sure_thing,sure_thing,0.0665,0
C00587,5,sure_thing,sure_thing,0.101,0
C00587,6,sure_thing,sure_thing,0.088,0
C00587,7,sure_thing,sure_thing,0.0913,0
C00587,8,sure_thing,sure_thing,0.072,0
C00588,1,sure_thing,sure_thing,0.0509,0
C00588,2,sure_thing,sure_thing,0.0261,0
C00588,3,sure_thing,sure_thing,0.0415,0
C00588,4,sure_thing,sure_thing,0.0293,0
C00588,5,sure_thing,sure_thing,0.0447,0
C00588,6,sure_thing,sure_thing,0.0405,0
C00588,7,sure_thing,sure_thing,0.0425,0
C00588,8,sure_thing,sure_thing,0.0435,0
C00589,1,sure_thing,sure_thing,0.0498,0
C00589,2,sure_thing,sure_thing,0.0595,0
C00589,3,sure_thing,sure_thing,0.0217,0
C00589,4,sure_thing,sure_thing,0.0397,0
C00589,5,sure_thing,sure_thing,0.0241,0
C00589,6,sure_thing,sure_thing,0.0408,0
C00589,7,sure_thing,sure_thing,0.0425,0
C00589,8,sure_thing,sure_thing,0.0345,0
C00590,1,hunter,hunter,0.4775,0
C00590,2,hunter,hunter,0.4778,0
C00590,3,hunter,hunter,0.4754,0
C00590,4,hunter,hunter,0.5067,0
C00590,5,hunter,hunter,0.5498,0
C00590,6,hunter,hunter,0.5047,0
C00590,7,hunter,hunter,0.5651,0
C00590,8,hunter,hunter,0.5413,0
C00591,1,accidental_saver,accidental_saver,0.1476,0
C00591,2,accidental_saver,accidental_saver,0.1604,0
C00591,3,accidental_saver,accidental_saver,0.1626,0
C00591,4,accidental_saver,accidental_saver,0.1688,0
C00591,5,accidental_saver,accidental_saver,0.1611,0
C00591,6,accidental_saver,accidental_saver,0.1424,0
C00591,7,accidental_saver,accidental_saver,0.1681,0
C00591,8,accidental_saver,accidental_saver,0.1601,0
C00592,1,sure_thing,sure_thing,0.0428,0
C00592,2,sure_thing,sure_thing,0.0189,0
C00592,3,sure_thing,sure_thing,0.0229,0
C00592,4,sure_thing,sure_thing,0.0088,0
C00592,5,sure_thing,sure_thing,0.0186,0
C00592,6,sure_thing,sure_thing,0.0272,0
C00592,7,sure_thing,sure_thing,0.0242,0
C00592,8,sure_thing,sure_thing,0.0321,0
C00593,1,accidental_saver,accidental_saver,0.1998,0
C00593,2,accidental_saver,accidental_saver,0.2057,0
C00593,3,accidental_saver,accidental_saver,0.1914,0
C00593,4,accidental_saver,accidental_saver,0.202,0
C00593,5,accidental_saver,accidental_saver,0.2073,0
C00593,6,accidental_saver,accidental_saver,0.1904,0
C00593,7,accidental_saver,accidental_saver,0.1916,0
C00593,8,accidental_saver,accidental_saver,0.1918,0
C00594,1,sure_thing,sure_thing,0.0352,0
C00594,2,sure_thing,sure_thing,0.0363,0
C00594,3,sure_thing,sure_thing,0.0347,0
C00594,4,sure_thing,sure_thing,0.0245,0
C00594,5,sure_thing,sure_thing,0.0529,0
C00594,6,sure_thing,sure_thing,0.0376,0
C00594,7,sure_thing,sure_thing,0.0528,0
C00594,8,sure_thing,sure_thing,0.0471,0
C00595,1,sure_thing,sure_thing,0.0172,0
C00595,2,sure_thing,sure_thing,0.0263,0
C00595,3,sure_thing,sure_thing,0.0299,0
C00595,4,sure_thing,sure_thing,0.0383,0
C00595,5,sure_thing,sure_thing,0.04,0
C00595,6,sure_thing,sure_thing,0.0313,0
C00595,7,sure_thing,sure_thing,0.037,0
C00595,8,sure_thing,sure_thing,0.0374,0
C00596,1,accidental_saver,accidental_saver,0.181,0
C00596,2,accidental_saver,accidental_saver,0.1857,0
C00596,3,accidental_saver,accidental_saver,0.1824,0
C00596,4,accidental_saver,accidental_saver,0.1972,0
C00596,5,accidental_saver,accidental_saver,0.1988,0
C00596,6,accidental_saver,accidental_saver,0.1717,0
C00596,7,accidental_saver,accidental_saver,0.1766,0
C00596,8,accidental_saver,accidental_saver,0.1852,0
C00597,1,accidental_saver,accidental_saver,0.0927,0
C00597,2,accidental_saver,accidental_saver,0.0972,0
C00597,3,accidental_saver,accidental_saver,0.0865,0
C00597,4,accidental_saver,accidental_saver,0.1033,0
C00597,5,accidental_saver,accidental_saver,0.0944,0
C00597,6,accidental_saver,accidental_saver,0.1186,0
C00597,7,accidental_saver,accidental_saver,0.0881,0
C00597,8,accidental_saver,accidental_saver,0.1109,0
C00598,1,hunter,hunter,0.4827,0
C00598,2,hunter,hunter,0.4741,0
C00598,3,hunter,hunter,0.4889,0
C00598,4,hunter,hunter,0.4741,0
C00598,5,hunter,hunter,0.5303,0
C00598,6,hunter,hunter,0.5934,0
C00598,7,hunter,hunter,0.5343,0
C00598,8,hunter,hunter,0.5685,0
C00599,1,accidental_saver,accidental_saver,0.0611,0
C00599,2,accidental_saver,accidental_saver,0.0454,0
C00599,3,accidental_saver,accidental_saver,0.0592,0
C00599,4,accidental_saver,accidental_saver,0.0522,0
C00599,5,accidental_saver,accidental_saver,0.0619,0
C00599,6,accidental_saver,accidental_saver,0.0263,0
C00599,7,accidental_saver,accidental_saver,0.0293,0
C00599,8,accidental_saver,accidental_saver,0.059,0
C00600,1,accidental_saver,accidental_saver,0.1489,0
C00600,2,accidental_saver,accidental_saver,0.1286,0
C00600,3,accidental_saver,accidental_saver,0.1378,0
C00600,4,accidental_saver,accidental_saver,0.118,0
C00600,5,accidental_saver,accidental_saver,0.1377,0
C00600,6,accidental_saver,hunter,0.5479,1
C00600,7,accidental_saver,hunter,0.5886,1
C00600,8,accidental_saver,accidental_saver,0.1395,0
C00601,1,hunter,hunter,0.4539,0
C00601,2,hunter,hunter,0.5176,0
C00601,3,hunter,hunter,0.519,0
C00601,4,hunter,hunter,0.4833,0
C00601,5,hunter,hunter,0.5498,0
C00601,6,hunter,hunter,0.5283,0
C00601,7,hunter,hunter,0.519,0
C00601,8,hunter,hunter,0.5636,0
C00602,1,hunter,hunter,0.4618,0
C00602,2,hunter,hunter,0.5203,0
C00602,3,hunter,hunter,0.4855,0
C00602,4,hunter,hunter,0.45,0
C00602,5,hunter,hunter,0.5143,0
C00602,6,hunter,hunter,0.531,0
C00602,7,hunter,hunter,0.5748,0
C00602,8,hunter,hunter,0.5787,0
C00603,1,accidental_saver,accidental_saver,0.0459,0
C00603,2,accidental_saver,accidental_saver,0.0605,0
C00603,3,accidental_saver,accidental_saver,0.0383,0
C00603,4,accidental_saver,accidental_saver,0.0572,0
C00603,5,accidental_saver,accidental_saver,0.0417,0
C00603,6,accidental_saver,accidental_saver,0.052,0
C00603,7,accidental_saver,accidental_saver,0.0361,0
C00603,8,accidental_saver,accidental_saver,0.0485,0
C00604,1,hunter,hunter,0.4908,0
C00604,2,hunter,hunter,0.5267,0
C00604,3,hunter,hunter,0.5295,0
C00604,4,hunter,hunter,0.4983,0
C00604,5,hunter,hunter,0.4858,0
C00604,6,hunter,hunter,0.5109,0
C00604,7,hunter,hunter,0.5615,0
C00604,8,hunter,hunter,0.5656,0
C00605,1,hunter,hunter,0.5443,0
C00605,2,hunter,hunter,0.491,0
C00605,3,hunter,hunter,0.4869,0
C00605,4,hunter,hunter,0.4994,0
C00605,5,hunter,hunter,0.4703,0
C00605,6,hunter,hunter,0.5452,0
C00605,7,hunter,hunter,0.6021,0
C00605,8,hunter,hunter,0.5838,0
C00606,1,hunter,hunter,0.4474,0
C00606,2,hunter,hunter,0.4744,0
C00606,3,hunter,hunter,0.4851,0
C00606,4,hunter,hunter,0.5038,0
C00606,5,hunter,hunter,0.5206,0
C00606,6,hunter,hunter,0.5141,0
C00606,7,hunter,hunter,0.5101,0
C00606,8,hunter,hunter,0.5534,0
C00607,1,sure_thing,sure_thing,0.0359,0
C00607,2,sure_thing,sure_thing,0.0393,0
C00607,3,sure_thing,sure_thing,0.0534,0
C00607,4,sure_thing,sure_thing,0.0307,0
C00607,5,sure_thing,sure_thing,0.0339,0
C00607,6,sure_thing,sure_thing,0.0311,0
C00607,7,sure_thing,sure_thing,0.0224,0
C00607,8,sure_thing,sure_thing,0.0236,0
C00608,1,accidental_saver,accidental_saver,0.2108,0
C00608,2,accidental_saver,accidental_saver,0.2007,0
C00608,3,accidental_saver,accidental_saver,0.1981,0
C00608,4,accidental_saver,accidental_saver,0.2232,0
C00608,5,accidental_saver,accidental_saver,0.201,0
C00608,6,accidental_saver,accidental_saver,0.2282,0
C00608,7,accidental_saver,accidental_saver,0.2205,0
C00608,8,accidental_saver,accidental_saver,0.2271,0
C00609,1,accidental_saver,accidental_saver,0.1154,0
C00609,2,accidental_saver,accidental_saver,0.1132,0
C00609,3,accidental_saver,accidental_saver,0.1165,0
C00609,4,accidental_saver,accidental_saver,0.1017,0
C00609,5,accidental_saver,accidental_saver,0.105,0
C00609,6,accidental_saver,accidental_saver,0.1156,0
C00609,7,accidental_saver,accidental_saver,0.1052,0
C00609,8,accidental_saver,accidental_saver,0.1135,0
C00610,1,accidental_saver,accidental_saver,0.285,0
C00610,2,accidental_saver,accidental_saver,0.2961,0
C00610,3,accidental_saver,accidental_saver,0.2837,0
C00610,4,accidental_saver,accidental_saver,0.287,0
C00610,5,accidental_saver,accidental_saver,0.2691,0
C00610,6,accidental_saver,accidental_saver,0.2771,0
C00610,7,accidental_saver,accidental_saver,0.2814,0
C00610,8,accidental_saver,accidental_saver,0.2891,0
C00611,1,accidental_saver,accidental_saver,0.0314,0
C00611,2,accidental_saver,accidental_saver,0.0278,0
C00611,3,accidental_saver,accidental_saver,0.0353,0
C00611,4,accidental_saver,accidental_saver,0.0416,0
C00611,5,accidental_saver,accidental_saver,0.0366,0
C00611,6,accidental_saver,accidental_saver,0.0274,0
C00611,7,accidental_saver,accidental_saver,0.0301,0
C00611,8,accidental_saver,accidental_saver,0.0285,0
C00612,1,hunter,hunter,0.4884,0
C00612,2,hunter,hunter,0.4455,0
C00612,3,hunter,hunter,0.4598,0
C00612,4,hunter,hunter,0.547,0
C00612,5,hunter,hunter,0.4849,0
C00612,6,hunter,hunter,0.5439,0
C00612,7,hunter,hunter,0.5741,0
C00612,8,hunter,hunter,0.5383,0
C00613,1,hunter,hunter,0.4671,0
C00613,2,hunter,hunter,0.4938,0
C00613,3,hunter,hunter,0.5219,0
C00613,4,hunter,hunter,0.4766,0
C00613,5,hunter,hunter,0.5435,0
C00613,6,hunter,hunter,0.5414,0
C00613,7,hunter,hunter,0.5757,0
C00613,8,hunter,hunter,0.5813,0
C00614,1,sure_thing,sure_thing,0.0798,0
C00614,2,sure_thing,sure_thing,0.0997,0
C00614,3,sure_thing,sure_thing,0.0885,0
C00614,4,sure_thing,sure_thing,0.1048,0
C00614,5,sure_thing,sure_thing,0.1013,0
C00614,6,sure_thing,sure_thing,0.0911,0
C00614,7,sure_thing,sure_thing,0.078,0
C00614,8,sure_thing,sure_thing,0.0922,0
C00615,1,accidental_saver,accidental_saver,0.2351,0
C00615,2,accidental_saver,accidental_saver,0.2486,0
C00615,3,accidental_saver,accidental_saver,0.2603,0
C00615,4,accidental_saver,accidental_saver,0.2491,0
C00615,5,accidental_saver,accidental_saver,0.2524,0
C00615,6,accidental_saver,accidental_saver,0.2577,0
C00615,7,accidental_saver,accidental_saver,0.2672,0
C00615,8,accidental_saver,accidental_saver,0.2511,0
C00616,1,hunter,hunter,0.4565,0
C00616,2,hunter,hunter,0.4473,0
C00616,3,hunter,hunter,0.467,0
C00616,4,hunter,hunter,0.4845,0
C00616,5,hunter,hunter,0.52,0
C00616,6,hunter,hunter,0.5174,0
C00616,7,hunter,hunter,0.541,0
C00616,8,hunter,hunter,0.5744,0
C00617,1,sure_thing,sure_thing,0.0607,0
C00617,2,sure_thing,sure_thing,0.0575,0
C00617,3,sure_thing,sure_thing,0.0546,0
C00617,4,sure_thing,sure_thing,0.051,0
C00617,5,sure_thing,sure_thing,0.0527,0
C00617,6,sure_thing,sure_thing,0.0582,0
C00617,7,sure_thing,sure_thing,0.0658,0
C00617,8,sure_thing,sure_thing,0.0511,0
C00618,1,sure_thing,sure_thing,0.0423,0
C00618,2,sure_thing,sure_thing,0.0366,0
C00618,3,sure_thing,sure_thing,0.0367,0
C00618,4,sure_thing,sure_thing,0.0318,0
C00618,5,sure_thing,sure_thing,0.0406,0
C00618,6,sure_thing,sure_thing,0.0315,0
C00618,7,sure_thing,sure_thing,0.0403,0
C00618,8,sure_thing,sure_thing,0.0542,0
C00619,1,sure_thing,sure_thing,0.0467,0
C00619,2,sure_thing,sure_thing,0.0398,0
C00619,3,sure_thing,sure_thing,0.0599,0
C00619,4,sure_thing,sure_thing,0.0494,0
C00619,5,sure_thing,sure_thing,0.0619,0
C00619,6,sure_thing,sure_thing,0.0506,0
C00619,7,sure_thing,sure_thing,0.0634,0
C00619,8,sure_thing,sure_thing,0.064,0
C00620,1,hunter,hunter,0.446,0
C00620,2,hunter,hunter,0.453,0
C00620,3,hunter,hunter,0.4876,0
C00620,4,hunter,hunter,0.5075,0
C00620,5,hunter,hunter,0.5854,0
C00620,6,hunter,hunter,0.5679,0
C00620,7,hunter,hunter,0.545,0
C00620,8,hunter,hunter,0.5681,0
C00621,1,accidental_saver,accidental_saver,0.033,0
C00621,2,accidental_saver,accidental_saver,0.0249,0
C00621,3,accidental_saver,accidental_saver,0.0456,0
C00621,4,accidental_saver,accidental_saver,0.0121,0
C00621,5,accidental_saver,accidental_saver,0.019,0
C00621,6,accidental_saver,accidental_saver,0.024,0
C00621,7,accidental_saver,accidental_saver,0.0195,0
C00621,8,accidental_saver,accidental_saver,0.0248,0
C00622,1,hunter,hunter,0.4669,0
C00622,2,hunter,hunter,0.4779,0
C00622,3,hunter,hunter,0.4633,0
C00622,4,hunter,hunter,0.5604,0
C00622,5,hunter,hunter,0.553,0
C00622,6,hunter,hunter,0.5247,0
C00622,7,hunter,hunter,0.5494,0
C00622,8,hunter,hunter,0.5626,0
C00623,1,accidental_saver,accidental_saver,0.1576,0
C00623,2,accidental_saver,accidental_saver,0.1716,0
C00623,3,accidental_saver,accidental_saver,0.173,0
C00623,4,accidental_saver,accidental_saver,0.1682,0
C00623,5,accidental_saver,accidental_saver,0.1768,0
C00623,6,accidental_saver,accidental_saver,0.1667,0
C00623,7,accidental_saver,accidental_saver,0.1558,0
C00623,8,accidental_saver,accidental_saver,0.1712,0
C00624,1,hunter,hunter,0.461,0
C00624,2,hunter,hunter,0.4945,0
C00624,3,hunter,hunter,0.5007,0
C00624,4,hunter,hunter,0.4935,0
C00624,5,hunter,hunter,0.4695,0
C00624,6,hunter,hunter,0.5256,0
C00624,7,hunter,hunter,0.5226,0
C00624,8,hunter,hunter,0.5947,0
C00625,1,sure_thing,sure_thing,0.0459,0
C00625,2,sure_thing,sure_thing,0.036,0
C00625,3,sure_thing,sure_thing,0.0567,0
C00625,4,sure_thing,sure_thing,0.05,0
C00625,5,sure_thing,sure_thing,0.0452,0
C00625,6,sure_thing,sure_thing,0.0288,0
C00625,7,sure_thing,sure_thing,0.052,0
C00625,8,sure_thing,sure_thing,0.0624,0
C00626,1,hunter,hunter,0.475,0
C00626,2,hunter,hunter,0.4818,0
C00626,3,hunter,hunter,0.5007,0
C00626,4,hunter,hunter,0.5277,0
C00626,5,hunter,hunter,0.519,0
C00626,6,hunter,hunter,0.5189,0
C00626,7,hunter,hunter,0.5363,0
C00626,8,hunter,hunter,0.5173,0
C00627,1,sure_thing,sure_thing,0.001,0
C00627,2,sure_thing,sure_thing,0.0054,0
C00627,3,sure_thing,sure_thing,0.0096,0
C00627,4,sure_thing,sure_thing,0.0142,0
C00627,5,sure_thing,sure_thing,0.0136,0
C00627,6,sure_thing,sure_thing,0.0016,0
C00627,7,sure_thing,sure_thing,0.0245,0
C00627,8,sure_thing,sure_thing,0.0242,0
C00628,1,accidental_saver,accidental_saver,0.0906,0
C00628,2,accidental_saver,accidental_saver,0.0651,0
C00628,3,accidental_saver,accidental_saver,0.0681,0
C00628,4,accidental_saver,accidental_saver,0.0573,0
C00628,5,accidental_saver,accidental_saver,0.0717,0
C00628,6,accidental_saver,accidental_saver,0.0725,0
C00628,7,accidental_saver,accidental_saver,0.0913,0
C00628,8,accidental_saver,accidental_saver,0.061,0
C00629,1,hunter,hunter,0.4568,0
C00629,2,hunter,hunter,0.4071,0
C00629,3,hunter,hunter,0.4995,0
C00629,4,hunter,hunter,0.5104,0
C00629,5,hunter,hunter,0.4942,0
C00629,6,hunter,hunter,0.5051,0
C00629,7,hunter,hunter,0.5959,0
C00629,8,hunter,hunter,0.5911,0
C00630,1,hunter,hunter,0.4694,0
C00630,2,hunter,hunter,0.4844,0
C00630,3,hunter,hunter,0.4044,0
C00630,4,hunter,hunter,0.4895,0
C00630,5,hunter,hunter,0.4787,0
C00630,6,hunter,hunter,0.5381,0
C00630,7,hunter,hunter,0.5201,0
C00630,8,hunter,hunter,0.5548,0
C00631,1,hunter,hunter,0.5124,0
C00631,2,hunter,hunter,0.4524,0
C00631,3,hunter,hunter,0.4857,0
C00631,4,hunter,hunter,0.5089,0
C00631,5,hunter,hunter,0.5248,0
C00631,6,hunter,hunter,0.5199,0
C00631,7,hunter,hunter,0.5073,0
C00631,8,hunter,hunter,0.6108,0
C00632,1,sure_thing,sure_thing,0.0108,0
C00632,2,sure_thing,sure_thing,0.0193,0
C00632,3,sure_thing,sure_thing,0.001,0
C00632,4,sure_thing,sure_thing,0.001,0
C00632,5,sure_thing,sure_thing,0.0143,0
C00632,6,sure_thing,sure_thing,0.001,0
C00632,7,sure_thing,sure_thing,0.02,0
C00632,8,sure_thing,sure_thing,0.0083,0
C00633,1,sure_thing,sure_thing,0.008,0
C00633,2,sure_thing,sure_thing,0.0078,0
C00633,3,sure_thing,sure_thing,0.0112,0
C00633,4,sure_thing,sure_thing,0.0107,0
C00633,5,sure_thing,sure_thing,0.013,0
C00633,6,sure_thing,sure_thing,0.0337,0
C00633,7,sure_thing,sure_thing,0.0044,0
C00633,8,sure_thing,sure_thing,0.0049,0
C00634,1,sure_thing,sure_thing,0.0126,0
C00634,2,sure_thing,sure_thing,0.0155,0
C00634,3,sure_thing,sure_thing,0.0252,0
C00634,4,sure_thing,sure_thing,0.0181,0
C00634,5,sure_thing,sure_thing,0.018,0
C00634,6,sure_thing,sure_thing,0.013,0
C00634,7,sure_thing,sure_thing,0.0072,0
C00634,8,sure_thing,sure_thing,0.026,0
C00635,1,sure_thing,sure_thing,0.0399,0
C00635,2,sure_thing,sure_thing,0.0261,0
C00635,3,sure_thing,sure_thing,0.0324,0
C00635,4,sure_thing,sure_thing,0.0306,0
C00635,5,sure_thing,sure_thing,0.0572,0
C00635,6,sure_thing,sure_thing,0.0395,0
C00635,7,sure_thing,sure_thing,0.0151,0
C00635,8,sure_thing,sure_thing,0.0256,0
C00636,1,accidental_saver,accidental_saver,0.1864,0
C00636,2,accidental_saver,accidental_saver,0.1739,0
C00636,3,accidental_saver,accidental_saver,0.1816,0
C00636,4,accidental_saver,accidental_saver,0.1828,0
C00636,5,accidental_saver,accidental_saver,0.1812,0
C00636,6,accidental_saver,accidental_saver,0.1776,0
C00636,7,accidental_saver,accidental_saver,0.1676,0
C00636,8,accidental_saver,accidental_saver,0.1712,0
C00637,1,accidental_saver,accidental_saver,0.0704,0
C00637,2,accidental_saver,accidental_saver,0.0718,0
C00637,3,accidental_saver,accidental_saver,0.0749,0
C00637,4,accidental_saver,accidental_saver,0.0711,0
C00637,5,accidental_saver,accidental_saver,0.0829,0
C00637,6,accidental_saver,accidental_saver,0.0856,0
C00637,7,accidental_saver,accidental_saver,0.0829,0
C00637,8,accidental_saver,accidental_saver,0.071,0
C00638,1,hunter,hunter,0.4847,0
C00638,2,hunter,hunter,0.5029,0
C00638,3,hunter,hunter,0.5128,0
C00638,4,hunter,hunter,0.4888,0
C00638,5,hunter,hunter,0.4799,0
C00638,6,hunter,hunter,0.5157,0
C00638,7,hunter,hunter,0.5508,0
C00638,8,hunter,hunter,0.5611,0
C00639,1,hunter,hunter,0.491,0
C00639,2,hunter,hunter,0.5096,0
C00639,3,hunter,hunter,0.4595,0
C00639,4,hunter,hunter,0.4932,0
C00639,5,hunter,hunter,0.4919,0
C00639,6,hunter,hunter,0.4864,0
C00639,7,hunter,hunter,0.5328,0
C00639,8,hunter,hunter,0.5645,0
C00640,1,accidental_saver,accidental_saver,0.1513,0
C00640,2,accidental_saver,accidental_saver,0.1464,0
C00640,3,accidental_saver,accidental_saver,0.1461,0
C00640,4,accidental_saver,accidental_saver,0.1479,0
C00640,5,accidental_saver,accidental_saver,0.1534,0
C00640,6,accidental_saver,accidental_saver,0.1327,0
C00640,7,accidental_saver,accidental_saver,0.1521,0
C00640,8,accidental_saver,accidental_saver,0.1503,0
C00641,1,hunter,hunter,0.4831,0
C00641,2,hunter,hunter,0.4773,0
C00641,3,hunter,hunter,0.5057,0
C00641,4,hunter,hunter,0.5073,0
C00641,5,hunter,hunter,0.535,0
C00641,6,hunter,hunter,0.5265,0
C00641,7,hunter,hunter,0.5018,0
C00641,8,hunter,hunter,0.5392,0
C00642,1,sure_thing,sure_thing,0.0105,0
C00642,2,sure_thing,sure_thing,0.016,0
C00642,3,sure_thing,sure_thing,0.0222,0
C00642,4,sure_thing,sure_thing,0.0246,0
C00642,5,sure_thing,sure_thing,0.0239,0
C00642,6,sure_thing,sure_thing,0.0097,0
C00642,7,sure_thing,sure_thing,0.018,0
C00642,8,sure_thing,sure_thing,0.024,0
C00643,1,sure_thing,sure_thing,0.0501,0
C00643,2,sure_thing,sure_thing,0.0591,0
C00643,3,sure_thing,sure_thing,0.0655,0
C00643,4,sure_thing,sure_thing,0.0667,0
C00643,5,sure_thing,sure_thing,0.0492,0
C00643,6,sure_thing,sure_thing,0.0597,0
C00643,7,sure_thing,sure_thing,0.0665,0
C00643,8,sure_thing,sure_thing,0.0582,0
C00644,1,accidental_saver,accidental_saver,0.029,0
C00644,2,accidental_saver,accidental_saver,0.0279,0
C00644,3,accidental_saver,accidental_saver,0.0369,0
C00644,4,accidental_saver,accidental_saver,0.0495,0
C00644,5,accidental_saver,accidental_saver,0.0373,0
C00644,6,accidental_saver,accidental_saver,0.0317,0
C00644,7,accidental_saver,accidental_saver,0.0277,0
C00644,8,accidental_saver,accidental_saver,0.0369,0
C00645,1,hunter,hunter,0.4986,0
C00645,2,hunter,hunter,0.469,0
C00645,3,hunter,hunter,0.4791,0
C00645,4,hunter,hunter,0.505,0
C00645,5,hunter,hunter,0.5029,0
C00645,6,hunter,hunter,0.5614,0
C00645,7,hunter,hunter,0.5359,0
C00645,8,hunter,hunter,0.5292,0
C00646,1,sure_thing,sure_thing,0.0331,0
C00646,2,sure_thing,sure_thing,0.0318,0
C00646,3,sure_thing,sure_thing,0.0369,0
C00646,4,sure_thing,sure_thing,0.025,0
C00646,5,sure_thing,sure_thing,0.02,0
C00646,6,sure_thing,sure_thing,0.0563,0
C00646,7,sure_thing,sure_thing,0.036,0
C00646,8,sure_thing,sure_thing,0.0331,0
C00647,1,accidental_saver,accidental_saver,0.182,0
C00647,2,accidental_saver,accidental_saver,0.1796,0
C00647,3,accidental_saver,accidental_saver,0.1861,0
C00647,4,accidental_saver,accidental_saver,0.1604,0
C00647,5,accidental_saver,accidental_saver,0.1778,0
C00647,6,accidental_saver,accidental_saver,0.1756,0
C00647,7,accidental_saver,accidental_saver,0.1837,0
C00647,8,accidental_saver,accidental_saver,0.1558,0
C00648,1,accidental_saver,accidental_saver,0.1098,0
C00648,2,accidental_saver,accidental_saver,0.1364,0
C00648,3,accidental_saver,accidental_saver,0.1209,0
C00648,4,accidental_saver,accidental_saver,0.1281,0
C00648,5,accidental_saver,accidental_saver,0.1421,0
C00648,6,accidental_saver,accidental_saver,0.1361,0
C00648,7,accidental_saver,accidental_saver,0.1176,0
C00648,8,accidental_saver,accidental_saver,0.1487,0
C00649,1,sure_thing,sure_thing,0.0418,0
C00649,2,sure_thing,sure_thing,0.0102,0
C00649,3,sure_thing,sure_thing,0.0354,0
C00649,4,sure_thing,sure_thing,0.031,0
C00649,5,sure_thing,sure_thing,0.0451,0
C00649,6,sure_thing,sure_thing,0.0446,0
C00649,7,sure_thing,sure_thing,0.0535,0
C00649,8,sure_thing,sure_thing,0.0225,0
C00650,1,sure_thing,sure_thing,0.0348,0
C00650,2,sure_thing,sure_thing,0.059,0
C00650,3,sure_thing,sure_thing,0.0326,0
C00650,4,sure_thing,sure_thing,0.0259,0
C00650,5,sure_thing,sure_thing,0.0258,0
C00650,6,sure_thing,sure_thing,0.0334,0
C00650,7,sure_thing,sure_thing,0.045,0
C00650,8,sure_thing,sure_thing,0.023,0
C00651,1,hunter,hunter,0.4526,0
C00651,2,hunter,hunter,0.4378,0
C00651,3,hunter,hunter,0.5075,0
C00651,4,hunter,hunter,0.4943,0
C00651,5,hunter,hunter,0.5499,0
C00651,6,hunter,hunter,0.5515,0
C00651,7,hunter,hunter,0.5485,0
C00651,8,hunter,hunter,0.5291,0
C00652,1,accidental_saver,accidental_saver,0.0769,0
C00652,2,accidental_saver,accidental_saver,0.0627,0
C00652,3,accidental_saver,accidental_saver,0.0542,0
C00652,4,accidental_saver,accidental_saver,0.0661,0
C00652,5,accidental_saver,accidental_saver,0.0648,0
C00652,6,accidental_saver,accidental_saver,0.0567,0
C00652,7,accidental_saver,accidental_saver,0.0868,0
C00652,8,accidental_saver,accidental_saver,0.0736,0
C00653,1,sure_thing,sure_thing,0.0583,0
C00653,2,sure_thing,sure_thing,0.0591,0
C00653,3,sure_thing,sure_thing,0.0255,0
C00653,4,sure_thing,sure_thing,0.0477,0
C00653,5,sure_thing,sure_thing,0.0481,0
C00653,6,sure_thing,sure_thing,0.0505,0
C00653,7,sure_thing,sure_thing,0.0384,0
C00653,8,sure_thing,sure_thing,0.0301,0
C00654,1,hunter,hunter,0.4612,0
C00654,2,hunter,hunter,0.4756,0
C00654,3,hunter,hunter,0.4826,0
C00654,4,hunter,hunter,0.493,0
C00654,5,hunter,hunter,0.5099,0
C00654,6,hunter,hunter,0.5148,0
C00654,7,hunter,hunter,0.5086,0
C00654,8,hunter,hunter,0.5464,0
C00655,1,sure_thing,sure_thing,0.0937,0
C00655,2,sure_thing,sure_thing,0.0978,0
C00655,3,sure_thing,sure_thing,0.1018,0
C00655,4,sure_thing,sure_thing,0.082,0
C00655,5,sure_thing,sure_thing,0.1033,0
C00655,6,sure_thing,sure_thing,0.0896,0
C00655,7,sure_thing,sure_thing,0.0991,0
C00655,8,sure_thing,sure_thing,0.0989,0
C00656,1,hunter,hunter,0.4887,0
C00656,2,hunter,hunter,0.4798,0
C00656,3,hunter,hunter,0.5177,0
C00656,4,hunter,hunter,0.5114,0
C00656,5,hunter,hunter,0.5073,0
C00656,6,hunter,hunter,0.5701,0
C00656,7,hunter,hunter,0.5573,0
C00656,8,hunter,hunter,0.5536,0
C00657,1,sure_thing,sure_thing,0.0423,0
