customer_id,week,purchase_day,order_value_rs,wallet_at_checkout,cashback_applied,net_revenue_rs,full_price
C00293,8,2,762.72,18.0,18.0,744.72,0
C00294,1,5,1042.92,79.0,79.0,963.92,0
C00294,2,7,780.68,163.0,163.0,617.68,0
C00294,3,4,691.34,62.0,62.0,629.34,0
C00294,5,4,587.1,128.0,128.0,459.1,0
C00294,6,7,638.93,89.0,89.0,549.93,0
C00294,7,7,810.6,198.0,198.0,612.6,0
C00294,8,7,809.74,200.0,200.0,609.74,0
C00295,1,6,709.4,200.0,200.0,509.4,0
C00295,2,6,862.69,141.0,141.0,721.69,0
C00295,3,7,493.04,151.0,151.0,342.04,0
C00295,4,7,1177.81,200.0,200.0,977.81,0
C00295,5,6,630.43,172.0,172.0,458.43,0
C00295,6,7,770.4,199.0,199.0,571.4,0
C00295,7,7,700.94,200.0,200.0,500.94,0
C00295,8,6,813.99,200.0,200.0,613.99,0
C00296,1,6,459.0,200.0,200.0,259.0,0
C00296,2,7,601.84,200.0,200.0,401.84,0
C00296,3,7,693.62,160.0,160.0,533.62,0
C00296,4,6,732.39,200.0,200.0,532.39,0
C00296,5,7,788.94,148.0,148.0,640.94,0
C00296,6,6,551.66,157.0,157.0,394.66,0
C00296,7,7,871.66,200.0,200.0,671.66,0
C00296,8,7,919.29,145.0,145.0,774.29,0
C00297,1,7,471.31,200.0,200.0,271.31,0
C00297,2,6,917.04,200.0,200.0,717.04,0
C00297,3,6,860.57,200.0,200.0,660.57,0
C00297,4,6,591.38,165.0,165.0,426.38,0
C00297,5,7,699.74,130.0,130.0,569.74,0
C00297,6,5,706.8,58.0,58.0,648.8,0
C00297,8,5,898.64,114.0,114.0,784.64,0
C00298,1,6,532.99,200.0,200.0,332.99,0
C00298,2,4,691.22,47.0,47.0,644.22,0
C00298,3,6,999.25,88.0,88.0,911.25,0
C00298,4,7,645.78,200.0,200.0,445.78,0
C00298,5,6,733.23,200.0,200.0,533.23,0
C00298,6,7,1180.9,200.0,200.0,980.9,0
C00298,8,7,748.0,68.0,68.0,680.0,0
C00299,1,5,707.5,90.0,90.0,617.5,0
C00299,2,7,453.17,173.0,173.0,280.17,0
C00299,3,7,617.69,200.0,200.0,417.69,0
C00299,4,7,640.91,158.0,158.0,482.91,0
C00299,5,7,939.43,89.0,89.0,850.43,0
C00299,6,6,745.74,119.0,119.0,626.74,0
C00299,7,7,781.29,135.0,135.0,646.29,0
C00299,8,4,770.63,102.0,102.0,668.63,0
C00300,1,7,829.68,51.0,51.0,778.68,0
C00300,2,5,583.61,115.0,115.0,468.61,0
C00300,3,7,422.76,62.0,62.0,360.76,0
C00300,4,3,997.15,63.0,63.0,934.15,0
C00300,5,6,730.15,200.0,200.0,530.15,0
C00300,6,7,411.7,200.0,200.0,211.7,0
C00300,7,7,1020.78,200.0,200.0,820.78,0
C00301,1,1,1022.08,37.0,37.0,985.08,0
C00301,2,2,1361.55,54.0,54.0,1307.55,0
C00301,3,1,777.17,41.0,41.0,736.17,0
C00301,4,2,953.94,94.0,94.0,859.94,0
C00301,5,2,947.63,107.0,107.0,840.63,0
C00301,6,2,768.46,28.0,28.0,740.46,0
C00301,7,1,674.06,44.0,44.0,630.06,0
C00301,8,1,1084.48,57.0,57.0,1027.48,0
C00302,1,6,577.19,192.0,192.0,385.19,0
C00302,2,7,603.21,200.0,200.0,403.21,0
C00302,3,6,693.09,200.0,200.0,493.09,0
C00302,4,6,1167.15,183.0,183.0,984.15,0
C00302,5,6,708.03,200.0,200.0,508.03,0
C00302,6,7,892.14,48.0,48.0,844.14,0
C00302,7,6,827.17,157.0,157.0,670.17,0
C00302,8,6,781.89,60.0,60.0,721.89,0
C00303,2,6,511.86,200.0,200.0,311.86,0
C00303,7,6,717.43,142.0,142.0,575.43,0
C00303,8,4,619.79,36.0,36.0,583.79,0
C00304,1,6,1201.36,159.0,159.0,1042.36,0
C00304,2,7,1013.12,188.0,188.0,825.12,0
C00304,3,6,772.08,200.0,200.0,572.08,0
C00304,4,6,1075.02,161.0,161.0,914.02,0
C00304,5,7,755.98,168.0,168.0,587.98,0
C00304,6,7,702.97,70.0,70.0,632.97,0
C00304,7,6,1035.26,181.0,181.0,854.26,0
C00304,8,6,1001.11,200.0,200.0,801.11,0
C00305,1,3,363.79,116.0,116.0,247.79,0
C00305,2,5,404.28,63.0,63.0,341.28,0
C00305,3,6,952.16,141.0,141.0,811.16,0
C00305,5,7,800.82,200.0,200.0,600.82,0
C00305,6,4,263.34,102.0,102.0,161.34,0
C00305,7,5,583.28,104.0,104.0,479.28,0
C00305,8,4,547.82,131.0,131.0,416.82,0
C00306,1,6,522.61,134.0,134.0,388.61,0
C00306,2,6,832.72,112.0,112.0,720.72,0
C00306,3,3,634.47,117.0,117.0,517.47,0
C00306,4,4,612.64,46.0,46.0,566.64,0
C00306,5,1,803.08,33.0,33.0,770.08,0
C00306,6,1,1207.64,47.0,47.0,1160.64,0
C00306,7,5,741.41,162.0,162.0,579.41,0
C00306,8,1,812.73,32.0,32.0,780.73,0
C00307,1,7,726.85,200.0,200.0,526.85,0
C00307,2,4,576.44,146.0,146.0,430.44,0
C00307,3,5,770.6,56.0,56.0,714.6,0
C00307,4,5,370.65,37.0,37.0,333.65,0
C00307,5,7,684.61,200.0,200.0,484.61,0
C00307,6,6,552.11,25.0,25.0,527.11,0
C00307,7,6,622.93,200.0,200.0,422.93,0
C00307,8,3,925.98,68.0,68.0,857.98,0
C00308,1,2,1036.61,43.0,43.0,993.61,0
C00308,2,4,664.78,108.0,108.0,556.78,0
C00308,3,6,730.67,154.0,154.0,576.67,0
C00308,5,1,388.55,61.0,61.0,327.55,0
C00308,6,6,620.86,173.0,173.0,447.86,0
C00308,7,2,832.04,105.0,105.0,727.04,0
C00309,1,2,1263.27,42.0,42.0,1221.27,0
C00309,2,1,724.82,61.0,61.0,663.82,0
C00309,3,1,969.7,47.0,47.0,922.7,0
C00309,4,2,1356.12,74.0,74.0,1282.12,0
C00309,5,2,862.94,87.0,87.0,775.94,0
C00309,6,2,763.38,147.0,147.0,616.38,0
C00309,7,1,1162.28,95.0,95.0,1067.28,0
C00309,8,1,1065.88,133.0,133.0,932.88,0
C00310,1,4,859.38,90.0,90.0,769.38,0
C00310,2,5,421.8,55.0,55.0,366.8,0
C00310,3,4,558.06,69.0,69.0,489.06,0
C00310,6,5,593.3,166.0,166.0,427.3,0
C00310,7,6,535.28,142.0,142.0,393.28,0
C00311,1,3,665.91,169.0,169.0,496.91,0
C00311,4,3,841.13,27.0,27.0,814.13,0
C00311,5,1,735.7,53.0,53.0,682.7,0
C00311,6,2,799.43,70.0,70.0,729.43,0
C00311,7,1,525.25,113.0,113.0,412.25,0
C00311,8,2,670.82,107.0,107.0,563.82,0
C00312,1,1,891.78,35.0,35.0,856.78,0
C00312,2,1,832.52,67.0,67.0,765.52,0
C00312,3,1,912.66,90.0,90.0,822.66,0
C00312,4,1,1384.72,114.0,114.0,1270.72,0
C00312,5,2,861.69,58.0,58.0,803.69,0
C00312,6,2,1105.99,67.0,67.0,1038.99,0
C00312,7,1,933.18,118.0,118.0,815.18,0
C00312,8,1,1322.55,31.0,31.0,1291.55,0
C00313,1,6,616.25,52.0,52.0,564.25,0
C00313,2,3,425.29,83.0,83.0,342.29,0
C00313,3,1,980.53,35.0,35.0,945.53,0
C00313,5,2,657.0,102.0,102.0,555.0,0
C00313,6,1,1194.95,24.0,24.0,1170.95,0
C00313,7,3,390.89,101.0,101.0,289.89,0
C00313,8,3,456.19,62.0,62.0,394.19,0
C00314,1,2,1127.92,20.0,20.0,1107.92,0
C00314,2,2,736.03,67.0,67.0,669.03,0
C00314,3,2,887.01,55.0,55.0,832.01,0
C00314,4,2,542.45,21.0,21.0,521.45,0
C00314,5,2,758.5,41.0,41.0,717.5,0
C00314,6,1,1130.97,58.0,58.0,1072.97,0
C00314,7,2,1453.68,55.0,55.0,1398.68,0
C00314,8,1,959.62,78.0,78.0,881.62,0
C00315,1,1,1224.28,47.0,47.0,1177.28,0
C00315,2,5,659.14,179.0,179.0,480.14,0
C00315,3,1,853.06,52.0,52.0,801.06,0
C00315,4,1,1067.35,67.0,67.0,1000.35,0
C00315,5,7,751.88,114.0,114.0,637.88,0
C00315,6,4,390.27,168.0,168.0,222.27,0
C00315,7,1,1089.47,81.0,81.0,1008.47,0
C00315,8,4,524.65,57.0,57.0,467.65,0
C00316,1,6,621.52,101.0,101.0,520.52,0
C00316,2,7,612.99,200.0,200.0,412.99,0
C00316,3,1,481.18,77.0,77.0,404.18,0
C00316,4,5,841.24,129.0,129.0,712.24,0
C00316,5,2,756.44,38.0,38.0,718.44,0
C00316,6,6,785.78,96.0,96.0,689.78,0
C00316,7,2,806.99,200.0,200.0,606.99,0
C00317,1,4,569.52,149.0,149.0,420.52,0
C00317,2,6,641.52,200.0,200.0,441.52,0
C00317,3,5,717.9,105.0,105.0,612.9,0
C00317,4,5,474.91,44.0,44.0,430.91,0
C00317,5,3,752.41,81.0,81.0,671.41,0
C00317,6,3,978.91,38.0,38.0,940.91,0
C00317,8,6,885.13,96.0,96.0,789.13,0
C00318,1,1,1102.74,24.0,24.0,1078.74,0
C00318,3,1,765.92,45.0,45.0,720.92,0
C00318,4,6,710.6,67.0,67.0,643.6,0
C00318,5,2,1107.23,170.0,170.0,937.23,0
C00318,6,1,829.29,51.0,51.0,778.29,0
C00318,7,3,588.98,177.0,177.0,411.98,0
C00318,8,3,421.19,75.0,75.0,346.19,0
C00319,1,6,543.59,200.0,200.0,343.59,0
C00319,2,7,865.69,130.0,130.0,735.69,0
C00319,3,7,763.35,200.0,200.0,563.35,0
C00319,4,7,837.77,160.0,160.0,677.77,0
C00319,5,7,947.07,178.0,178.0,769.07,0
C00319,6,7,1198.0,200.0,200.0,998.0,0
C00319,7,6,742.67,140.0,140.0,602.67,0
C00319,8,7,762.35,200.0,200.0,562.35,0
C00320,1,7,446.51,60.0,60.0,386.51,0
C00320,2,7,718.7,200.0,200.0,518.7,0
C00320,3,6,827.92,200.0,200.0,627.92,0
C00320,4,7,899.52,136.0,136.0,763.52,0
C00320,5,7,620.61,200.0,200.0,420.61,0
C00320,6,6,1104.92,176.0,176.0,928.92,0
C00320,7,6,966.63,200.0,200.0,766.63,0
C00320,8,7,791.07,200.0,200.0,591.07,0
C00321,1,7,685.07,124.0,124.0,561.07,0
C00321,3,7,904.38,106.0,106.0,798.38,0
C00321,4,6,602.02,174.0,174.0,428.02,0
C00321,5,7,344.86,128.0,128.0,216.86,0
C00321,7,5,381.91,158.0,158.0,223.91,0
C00321,8,4,640.9,81.0,81.0,559.9,0
C00322,1,1,1155.73,77.0,77.0,1078.73,0
C00322,2,2,852.36,117.0,117.0,735.36,0
C00322,3,1,910.19,35.0,35.0,875.19,0
C00322,4,1,642.9,21.0,21.0,621.9,0
C00322,5,2,820.21,36.0,36.0,784.21,0
C00322,6,1,1152.4,27.0,27.0,1125.4,0
C00322,7,2,841.79,17.0,17.0,824.79,0
C00322,8,1,681.98,22.0,22.0,659.98,0
C00323,1,5,869.26,67.0,67.0,802.26,0
C00323,2,5,1018.14,55.0,55.0,963.14,0
C00323,3,3,421.76,61.0,61.0,360.76,0
C00323,4,3,1067.05,131.0,131.0,936.05,0
C00323,5,4,863.91,119.0,119.0,744.91,0
C00323,6,5,748.62,141.0,141.0,607.62,0
C00323,7,4,845.92,66.0,66.0,779.92,0
C00323,8,4,779.31,109.0,109.0,670.31,0
C00324,1,7,865.54,164.0,164.0,701.54,0
C00324,2,7,781.11,124.0,124.0,657.11,0
C00324,3,6,271.26,200.0,200.0,71.26,0
C00324,4,5,917.05,169.0,169.0,748.05,0
C00324,5,7,661.67,200.0,200.0,461.67,0
C00324,6,7,685.28,200.0,200.0,485.28,0
C00324,7,7,603.88,200.0,200.0,403.88,0
C00324,8,5,804.25,155.0,155.0,649.25,0
C00325,1,7,828.52,172.0,172.0,656.52,0
C00325,2,4,724.06,193.0,193.0,531.06,0
C00325,4,7,656.93,200.0,200.0,456.93,0
C00325,5,6,723.65,200.0,200.0,523.65,0
C00325,6,7,581.15,157.0,157.0,424.15,0
C00325,7,7,706.33,41.0,41.0,665.33,0
C00325,8,5,1013.22,150.0,150.0,863.22,0
C00326,1,5,532.56,130.0,130.0,402.56,0
C00326,2,7,743.94,200.0,200.0,543.94,0
C00326,3,6,687.66,68.0,68.0,619.66,0
C00326,4,7,514.0,135.0,135.0,379.0,0
C00326,5,4,702.19,159.0,159.0,543.19,0
C00326,6,6,885.73,115.0,115.0,770.73,0
C00326,7,6,567.01,47.0,47.0,520.01,0
C00326,8,3,668.76,138.0,138.0,530.76,0
C00327,1,6,762.35,73.0,73.0,689.35,0
C00327,2,6,930.8,90.0,90.0,840.8,0
C00327,3,3,745.23,115.0,115.0,630.23,0
C00327,4,3,894.96,78.0,78.0,816.96,0
C00327,5,5,478.57,95.0,95.0,383.57,0
C00327,7,4,695.5,140.0,140.0,555.5,0
C00327,8,6,691.0,200.0,200.0,491.0,0
C00328,1,3,449.7,128.0,128.0,321.7,0
C00328,2,6,1110.05,200.0,200.0,910.05,0
C00328,3,6,727.98,200.0,200.0,527.98,0
C00328,4,7,749.77,113.0,113.0,636.77,0
C00328,5,5,899.77,110.0,110.0,789.77,0
C00328,6,3,819.96,11.0,11.0,808.96,0
C00328,7,5,639.11,200.0,200.0,439.11,0
C00328,8,7,871.39,120.0,120.0,751.39,0
C00329,1,1,920.03,61.0,61.0,859.03,0
C00329,2,1,739.56,132.0,132.0,607.56,0
C00329,3,1,1168.68,56.0,56.0,1112.68,0
C00329,4,1,869.97,200.0,200.0,669.97,0
C00329,5,1,234.67,51.0,51.0,183.67,0
C00329,6,2,956.02,20.0,20.0,936.02,0
C00329,7,1,803.29,68.0,68.0,735.29,0
C00329,8,2,701.33,62.0,62.0,639.33,0
C00330,1,5,812.88,124.0,124.0,688.88,0
C00330,2,3,856.08,97.0,97.0,759.08,0
C00330,3,5,819.9,176.0,176.0,643.9,0
C00330,4,7,953.2,172.0,172.0,781.2,0
C00330,5,6,516.71,170.0,170.0,346.71,0
C00330,6,7,535.74,181.0,181.0,354.74,0
C00330,7,6,901.99,183.0,183.0,718.99,0
C00330,8,3,851.72,142.0,142.0,709.72,0
C00331,1,2,985.41,49.0,49.0,936.41,0
C00331,2,2,856.21,52.0,52.0,804.21,0
C00331,3,2,826.57,38.0,38.0,788.57,0
C00331,4,1,910.06,55.0,55.0,855.06,0
C00331,5,2,642.19,57.0,57.0,585.19,0
C00331,6,1,902.97,25.0,25.0,877.97,0
C00331,7,1,936.06,21.0,21.0,915.06,0
C00331,8,1,912.79,106.0,106.0,806.79,0
C00332,1,5,628.34,62.0,62.0,566.34,0
C00332,2,4,972.13,200.0,200.0,772.13,0
C00332,3,6,753.86,173.0,173.0,580.86,0
C00332,4,7,427.29,173.0,173.0,254.29,0
C00332,5,5,672.99,66.0,66.0,606.99,0
C00332,6,7,844.03,200.0,200.0,644.03,0
C00332,7,4,663.98,129.0,129.0,534.98,0
C00332,8,6,495.01,178.0,178.0,317.01,0
C00333,1,7,788.38,200.0,200.0,588.38,0
C00333,2,7,680.82,200.0,200.0,480.82,0
C00333,3,6,506.77,200.0,200.0,306.77,0
C00333,4,7,814.35,200.0,200.0,614.35,0
C00333,5,7,838.57,195.0,195.0,643.57,0
C00333,6,6,768.26,178.0,178.0,590.26,0
C00333,7,7,721.24,133.0,133.0,588.24,0
C00333,8,6,710.46,117.0,117.0,593.46,0
C00334,2,1,1104.54,93.0,93.0,1011.54,0
C00334,3,1,1360.73,39.0,39.0,1321.73,0
C00334,4,6,687.78,43.0,43.0,644.78,0
C00334,5,2,1121.86,69.0,69.0,1052.86,0
C00334,6,2,1266.42,64.0,64.0,1202.42,0
C00334,7,1,655.69,117.0,117.0,538.69,0
C00334,8,6,630.27,29.0,29.0,601.27,0
C00335,1,3,799.67,115.0,115.0,684.67,0
C00335,2,3,746.23,160.0,160.0,586.23,0
C00335,4,6,671.64,127.0,127.0,544.64,0
C00335,6,6,477.81,181.0,181.0,296.81,0
C00335,7,3,772.04,139.0,139.0,633.04,0
C00335,8,5,739.14,106.0,106.0,633.14,0
C00336,1,3,783.4,38.0,38.0,745.4,0
C00336,2,4,638.82,101.0,101.0,537.82,0
C00336,3,2,797.79,85.0,85.0,712.79,0
C00336,4,3,558.07,107.0,107.0,451.07,0
C00336,5,6,552.2,94.0,94.0,458.2,0
C00336,6,6,585.93,101.0,101.0,484.93,0
C00336,7,1,928.37,26.0,26.0,902.37,0
C00336,8,5,721.3,158.0,158.0,563.3,0
C00337,1,6,700.3,126.0,126.0,574.3,0
C00337,2,6,936.54,167.0,167.0,769.54,0
C00337,4,4,420.77,200.0,200.0,220.77,0
C00337,5,3,750.79,45.0,45.0,705.79,0
C00337,7,4,699.9,87.0,87.0,612.9,0
C00337,8,3,488.89,132.0,132.0,356.89,0
C00338,1,2,747.94,47.0,47.0,700.94,0
C00338,2,6,513.99,88.0,88.0,425.99,0
C00338,3,2,813.59,54.0,54.0,759.59,0
C00338,4,3,947.34,137.0,137.0,810.34,0
C00338,5,2,1066.41,29.0,29.0,1037.41,0
C00338,6,1,764.29,31.0,31.0,733.29,0
C00338,7,5,578.44,62.0,62.0,516.44,0
C00339,1,4,760.17,74.0,74.0,686.17,0
C00339,2,6,150.0,70.0,70.0,80.0,0
C00339,3,7,966.27,200.0,200.0,766.27,0
C00339,4,5,519.83,76.0,76.0,443.83,0
C00339,5,7,610.64,74.0,74.0,536.64,0
C00339,6,5,643.38,114.0,114.0,529.38,0
C00339,8,3,933.79,94.0,94.0,839.79,0
C00340,1,4,682.42,52.0,52.0,630.42,0
C00340,2,2,1199.22,43.0,43.0,1156.22,0
C00340,3,2,728.2,42.0,42.0,686.2,0
C00340,4,5,442.79,42.0,42.0,400.79,0
C00340,5,1,1107.86,122.0,122.0,985.86,0
C00340,6,3,615.51,99.0,99.0,516.51,0
C00340,7,1,1193.49,74.0,74.0,1119.49,0
C00340,8,1,829.9,36.0,36.0,793.9,0
C00341,2,7,507.03,78.0,78.0,429.03,0
C00341,3,3,598.21,120.0,120.0,478.21,0
C00341,5,6,555.01,167.0,167.0,388.01,0
C00341,6,7,496.82,200.0,200.0,296.82,0
C00341,7,5,746.6,149.0,149.0,597.6,0
C00341,8,7,949.45,157.0,157.0,792.45,0
C00342,1,7,1031.18,200.0,200.0,831.18,0
C00342,2,6,913.66,200.0,200.0,713.66,0
C00342,3,7,811.28,200.0,200.0,611.28,0
C00342,4,7,808.08,157.0,157.0,651.08,0
C00342,5,6,779.03,157.0,157.0,622.03,0
C00342,6,6,1101.41,169.0,169.0,932.41,0
C00342,7,7,672.25,200.0,200.0,472.25,0
C00342,8,6,971.57,121.0,121.0,850.57,0
C00343,1,4,677.73,78.0,78.0,599.73,0
C00343,2,5,808.63,72.0,72.0,736.63,0
C00343,3,5,845.69,38.0,38.0,807.69,0
C00343,4,3,788.69,131.0,131.0,657.69,0
C00343,5,3,547.36,156.0,156.0,391.36,0
C00343,6,6,854.47,119.0,119.0,735.47,0
C00343,7,4,629.64,161.0,161.0,468.64,0
C00344,2,6,1077.52,93.0,93.0,984.52,0
C00344,3,3,608.65,200.0,200.0,408.65,0
C00344,4,3,813.89,200.0,200.0,613.89,0
C00344,5,6,610.99,62.0,62.0,548.99,0
C00344,6,6,828.35,107.0,107.0,721.35,0
C00344,7,6,410.62,200.0,200.0,210.62,0
C00344,8,3,710.94,136.0,136.0,574.94,0
C00345,1,6,806.53,109.0,109.0,697.53,0
C00345,2,7,1093.87,200.0,200.0,893.87,0
C00345,3,7,790.26,200.0,200.0,590.26,0
C00345,4,7,691.48,182.0,182.0,509.48,0
C00345,5,7,690.05,112.0,112.0,578.05,0
C00345,6,7,507.18,200.0,200.0,307.18,0
C00345,7,7,748.04,115.0,115.0,633.04,0
C00345,8,6,802.6,200.0,200.0,602.6,0
C00346,1,4,1124.34,151.0,151.0,973.34,0
C00346,2,7,727.02,179.0,179.0,548.02,0
C00346,3,6,695.44,182.0,182.0,513.44,0
C00346,4,6,394.35,112.0,112.0,282.35,0
C00346,5,7,756.14,200.0,200.0,556.14,0
C00346,6,7,866.75,154.0,154.0,712.75,0
C00346,7,7,1004.86,200.0,200.0,804.86,0
C00346,8,4,1095.26,200.0,200.0,895.26,0
C00347,1,4,809.34,86.0,86.0,723.34,0
C00347,2,1,1127.0,59.0,59.0,1068.0,0
C00347,3,6,450.62,133.0,133.0,317.62,0
C00347,4,4,476.9,50.0,50.0,426.9,0
C00347,5,5,836.01,200.0,200.0,636.01,0
C00347,6,3,701.19,81.0,81.0,620.19,0
C00347,7,6,793.86,15.0,15.0,778.86,0
C00347,8,5,622.47,167.0,167.0,455.47,0
C00348,2,3,904.26,114.0,114.0,790.26,0
C00348,3,7,781.84,175.0,175.0,606.84,0
C00348,4,6,699.1,180.0,180.0,519.1,0
C00348,5,3,848.18,34.0,34.0,814.18,0
C00348,6,5,781.32,64.0,64.0,717.32,0
C00348,8,7,858.02,138.0,138.0,720.02,0
C00349,1,1,892.09,91.0,91.0,801.09,0
C00349,2,2,576.46,71.0,71.0,505.46,0
C00349,3,1,943.3,75.0,75.0,868.3,0
C00349,4,1,1277.8,69.0,69.0,1208.8,0
C00349,5,1,1132.55,116.0,116.0,1016.55,0
C00349,6,2,911.22,102.0,102.0,809.22,0
C00349,7,1,889.33,48.0,48.0,841.33,0
C00349,8,2,866.59,50.0,50.0,816.59,0
C00350,1,5,588.62,200.0,200.0,388.62,0
C00350,2,3,236.25,115.0,115.0,121.25,0
C00350,3,7,623.68,95.0,95.0,528.68,0
C00350,4,7,913.41,200.0,200.0,713.41,0
C00350,6,7,922.72,32.0,32.0,890.72,0
C00350,7,3,546.79,46.0,46.0,500.79,0
C00350,8,7,358.98,200.0,200.0,158.98,0
C00351,1,1,896.72,100.0,100.0,796.72,0
C00351,2,1,908.43,55.0,55.0,853.43,0
C00351,3,2,269.35,110.0,110.0,159.35,0
C00351,5,1,759.45,63.0,63.0,696.45,0
C00351,6,2,1126.99,41.0,41.0,1085.99,0
C00351,7,1,1104.58,37.0,37.0,1067.58,0
C00351,8,6,1091.69,52.0,52.0,1039.69,0
C00352,1,6,676.07,155.0,155.0,521.07,0
C00352,3,5,560.93,70.0,70.0,490.93,0
C00352,4,4,675.65,133.0,133.0,542.65,0
C00352,5,6,508.47,45.0,45.0,463.47,0
C00352,6,4,776.31,112.0,112.0,664.31,0
C00352,7,5,743.18,153.0,153.0,590.18,0
C00352,8,5,665.04,89.0,89.0,576.04,0
C00353,1,5,982.05,142.0,142.0,840.05,0
C00353,2,6,635.69,200.0,200.0,435.69,0
C00353,3,6,770.95,200.0,200.0,570.95,0
C00353,4,7,714.83,200.0,200.0,514.83,0
C00353,5,6,539.43,145.0,145.0,394.43,0
C00353,6,4,683.42,67.0,67.0,616.42,0
C00353,7,7,468.16,161.0,161.0,307.16,0
C00353,8,7,1141.03,200.0,200.0,941.03,0
C00354,1,4,646.22,200.0,200.0,446.22,0
C00354,2,6,380.85,119.0,119.0,261.85,0
C00354,3,6,878.02,200.0,200.0,678.02,0
C00354,4,7,787.66,158.0,158.0,629.66,0
C00354,8,6,723.02,107.0,107.0,616.02,0
C00355,1,6,650.64,200.0,200.0,450.64,0
C00355,2,5,716.45,200.0,200.0,516.45,0
C00355,3,7,473.28,174.0,174.0,299.28,0
C00355,4,6,971.66,108.0,108.0,863.66,0
C00355,5,5,731.4,120.0,120.0,611.4,0
C00355,6,6,774.6,33.0,33.0,741.6,0
C00355,7,6,790.95,200.0,200.0,590.95,0
C00355,8,4,728.58,139.0,139.0,589.58,0
C00356,1,6,685.73,149.0,149.0,536.73,0
C00356,2,6,610.96,155.0,155.0,455.96,0
C00356,3,7,909.67,200.0,200.0,709.67,0
C00356,4,6,389.57,172.0,172.0,217.57,0
C00356,5,6,702.26,200.0,200.0,502.26,0
C00356,6,7,685.88,200.0,200.0,485.88,0
C00356,7,6,1067.51,189.0,189.0,878.51,0
C00356,8,7,936.39,200.0,200.0,736.39,0
C00357,1,6,690.8,148.0,148.0,542.8,0
C00357,2,7,536.7,182.0,182.0,354.7,0
C00357,4,5,799.75,111.0,111.0,688.75,0
C00357,5,7,616.96,200.0,200.0,416.96,0
C00357,6,6,894.62,200.0,200.0,694.62,0
C00357,7,7,522.36,200.0,200.0,322.36,0
C00357,8,6,775.81,200.0,200.0,575.81,0
C00358,1,4,408.75,33.0,33.0,375.75,0
C00358,2,6,747.76,200.0,200.0,547.76,0
C00358,4,7,822.67,200.0,200.0,622.67,0
C00358,5,7,1115.11,189.0,189.0,926.11,0
C00358,6,6,611.15,161.0,161.0,450.15,0
C00358,7,3,705.36,90.0,90.0,615.36,0
C00358,8,4,739.64,101.0,101.0,638.64,0
C00359,1,6,561.55,36.0,36.0,525.55,0
C00359,2,4,816.24,42.0,42.0,774.24,0
C00359,4,5,957.92,62.0,62.0,895.92,0
C00359,5,4,575.95,56.0,56.0,519.95,0
C00359,6,7,574.9,149.0,149.0,425.9,0
C00359,7,7,691.97,169.0,169.0,522.97,0
C00360,1,5,686.52,150.0,150.0,536.52,0
C00360,2,6,825.61,30.0,30.0,795.61,0
C00360,3,6,602.98,91.0,91.0,511.98,0
C00360,4,3,743.25,94.0,94.0,649.25,0
C00360,6,4,469.95,93.0,93.0,376.95,0
C00360,7,4,529.71,173.0,173.0,356.71,0
C00360,8,4,1036.0,197.0,197.0,839.0,0
C00361,1,2,935.77,92.0,92.0,843.77,0
C00361,2,4,526.09,200.0,200.0,326.09,0
C00361,3,6,881.13,132.0,132.0,749.13,0
C00361,4,5,603.12,121.0,121.0,482.12,0
C00361,5,2,836.74,120.0,120.0,716.74,0
C00361,6,5,606.05,84.0,84.0,522.05,0
C00361,7,1,804.41,28.0,28.0,776.41,0
C00361,8,1,746.32,105.0,105.0,641.32,0
C00362,2,5,744.54,16.0,16.0,728.54,0
C00362,3,1,650.45,114.0,114.0,536.45,0
C00362,4,1,1597.25,18.0,18.0,1579.25,0
C00362,5,1,506.65,106.0,106.0,400.65,0
C00362,6,5,498.33,117.0,117.0,381.33,0
C00362,7,2,1021.87,50.0,50.0,971.87,0
C00363,1,6,432.77,51.0,51.0,381.77,0
C00363,2,2,862.36,48.0,48.0,814.36,0
C00363,3,6,415.7,136.0,136.0,279.7,0
C00363,4,1,705.93,47.0,47.0,658.93,0
C00363,5,1,1105.76,69.0,69.0,1036.76,0
C00363,6,5,1011.35,156.0,156.0,855.35,0
C00363,7,1,928.25,61.0,61.0,867.25,0
C00363,8,5,455.4,31.0,31.0,424.4,0
C00364,2,3,619.69,106.0,106.0,513.69,0
C00364,3,5,619.27,80.0,80.0,539.27,0
C00364,5,3,559.0,59.0,59.0,500.0,0
C00364,6,3,503.57,200.0,200.0,303.57,0
C00364,7,4,687.34,26.0,26.0,661.34,0
C00364,8,6,800.45,139.0,139.0,661.45,0
C00365,1,2,1164.58,107.0,107.0,1057.58,0
C00365,2,1,1206.37,57.0,57.0,1149.37,0
C00365,3,2,1017.26,12.0,12.0,1005.26,0
C00365,4,1,750.2,29.0,29.0,721.2,0
C00365,5,2,770.26,45.0,45.0,725.26,0
C00365,6,2,926.03,126.0,126.0,800.03,0
C00365,7,1,1369.19,93.0,93.0,1276.19,0
C00365,8,1,940.4,23.0,23.0,917.4,0
C00366,1,7,541.06,200.0,200.0,341.06,0
C00366,2,6,854.93,151.0,151.0,703.93,0
C00366,3,6,700.6,200.0,200.0,500.6,0
C00366,4,7,599.58,200.0,200.0,399.58,0
C00366,5,7,1217.96,193.0,193.0,1024.96,0
C00366,6,6,858.13,162.0,162.0,696.13,0
C00366,7,7,671.52,181.0,181.0,490.52,0
C00366,8,7,801.22,183.0,183.0,618.22,0
