customer_id,week,day_in_window,card_amount_rs,scratched,deliberately_expired,added_to_wallet
C00454,2,4,11.0,1,0,11.0
C00454,2,5,,0,0,0.0
C00454,2,6,26.0,1,0,26.0
C00454,2,7,,0,0,0.0
C00454,3,1,11.0,1,0,11.0
C00454,3,2,75.0,1,0,75.0
C00454,3,3,13.0,1,0,13.0
C00454,3,4,,0,0,0.0
C00454,3,5,,0,0,0.0
C00454,3,6,,0,0,0.0
C00454,3,7,,0,0,0.0
C00454,4,1,23.0,1,0,23.0
C00454,4,2,21.0,1,0,21.0
C00454,4,3,2.0,1,0,2.0
C00454,4,4,,0,0,0.0
C00454,4,5,10.0,1,0,10.0
C00454,4,6,11.0,1,0,11.0
C00454,4,7,1.0,1,0,1.0
C00454,5,1,,0,0,0.0
C00454,5,2,7.0,1,0,7.0
C00454,5,3,26.0,1,0,26.0
C00454,5,4,2.0,1,0,2.0
C00454,5,5,,0,0,0.0
C00454,5,6,9.0,1,0,9.0
C00454,5,7,,0,0,0.0
C00454,6,1,50.0,1,0,50.0
C00454,6,2,22.0,1,0,22.0
C00454,6,3,1.0,1,0,1.0
C00454,6,4,64.0,1,0,64.0
C00454,6,5,7.0,1,0,7.0
C00454,6,6,3.0,1,0,3.0
C00454,6,7,,0,0,0.0
C00454,7,1,20.0,1,0,20.0
C00454,7,2,13.0,1,0,13.0
C00454,7,3,19.0,1,0,19.0
C00454,7,4,,0,0,0.0
C00454,7,5,,0,0,0.0
C00454,7,6,,0,0,0.0
C00454,7,7,19.0,1,0,19.0
C00454,8,1,,0,0,0.0
C00454,8,2,,0,0,0.0
C00454,8,3,,0,0,0.0
C00454,8,4,4.0,1,0,4.0
C00454,8,5,,0,0,0.0
C00454,8,6,12.0,1,0,12.0
C00454,8,7,6.0,1,0,6.0
C00455,1,1,,0,0,0.0
C00455,1,2,5.0,1,0,5.0
C00455,1,3,49.0,1,0,49.0
C00455,1,4,23.0,1,0,23.0
C00455,1,5,51.0,1,0,51.0
C00455,1,6,28.0,1,0,28.0
C00455,1,7,1.0,1,0,1.0
C00455,2,1,,0,0,0.0
C00455,2,2,,0,0,0.0
C00455,2,3,,0,0,0.0
C00455,2,4,5.0,1,0,5.0
C00455,2,5,16.0,1,0,16.0
C00455,2,6,5.0,1,0,5.0
C00455,2,7,,0,0,0.0
C00455,3,1,,0,0,0.0
C00455,3,2,,0,0,0.0
C00455,3,3,1.0,1,0,1.0
C00455,3,4,10.0,1,0,10.0
C00455,3,5,27.0,1,0,27.0
C00455,3,6,3.0,1,0,3.0
C00455,3,7,,0,0,0.0
C00455,4,1,86.0,1,0,86.0
C00455,4,2,4.0,1,0,4.0
C00455,4,3,5.0,1,0,5.0
C00455,4,4,,0,0,0.0
C00455,4,5,,0,0,0.0
C00455,4,6,9.0,1,0,9.0
C00455,4,7,21.0,1,0,21.0
C00455,5,1,2.0,1,0,2.0
C00455,5,2,5.0,1,0,5.0
C00455,5,3,1.0,1,0,1.0
C00455,5,4,,0,0,0.0
C00455,5,5,,0,0,0.0
C00455,5,6,15.0,1,0,15.0
C00455,5,7,,0,0,0.0
C00455,6,1,34.0,1,0,34.0
C00455,6,2,32.0,1,0,32.0
C00455,6,3,1.0,1,0,1.0
C00455,6,4,,0,0,0.0
C00455,6,5,6.0,1,0,6.0
C00455,6,6,,0,0,0.0
C00455,6,7,3.0,1,0,3.0
C00455,7,1,17.0,1,0,17.0
C00455,7,2,74.0,1,0,74.0
C00455,7,3,1.0,1,0,1.0
C00455,7,4,,0,0,0.0
C00455,7,5,,0,0,0.0
C00455,7,6,59.0,1,0,59.0
C00455,7,7,11.0,1,0,11.0
C00455,8,1,35.0,1,0,35.0
C00455,8,2,30.0,1,0,30.0
C00455,8,3,34.0,1,0,34.0
C00455,8,4,79.0,1,0,79.0
C00455,8,5,25.0,1,0,22.0
C00455,8,6,,0,0,0.0
C00455,8,7,,0,0,0.0
C00456,1,1,43.0,1,0,43.0
C00456,1,2,4.0,1,0,4.0
C00456,1,3,82.0,1,0,82.0
C00456,1,4,23.0,1,0,23.0
C00456,1,5,7.0,1,0,7.0
C00456,1,6,50.0,1,0,41.0
C00456,1,7,30.0,1,0,0.0
C00456,2,1,18.0,1,0,18.0
C00456,2,2,39.0,1,0,39.0
C00456,2,3,33.0,1,0,33.0
C00456,2,4,100.0,1,0,100.0
C00456,2,5,13.0,1,0,10.0
C00456,2,6,16.0,1,0,0.0
C00456,2,7,22.0,1,0,0.0
C00456,3,1,37.0,1,0,37.0
C00456,3,2,36.0,1,0,36.0
C00456,3,3,3.0,1,0,3.0
C00456,3,4,95.0,1,0,95.0
C00456,3,5,50.0,1,0,29.0
C00456,3,6,33.0,1,0,0.0
C00456,3,7,40.0,1,0,0.0
C00456,4,1,33.0,1,0,33.0
C00456,4,2,56.0,1,0,56.0
C00456,4,3,11.0,1,0,11.0
C00456,4,4,1.0,1,0,1.0
C00456,4,5,43.0,1,0,43.0
C00456,4,6,24.0,1,0,24.0
C00456,4,7,47.0,1,0,32.0
C00456,5,1,50.0,1,0,50.0
C00456,5,2,40.0,1,0,40.0
C00456,5,3,4.0,1,0,4.0
C00456,5,4,94.0,1,0,94.0
C00456,5,5,2.0,1,0,2.0
C00456,5,6,38.0,1,0,10.0
C00456,5,7,29.0,1,0,0.0
C00456,6,1,14.0,1,0,14.0
C00456,6,2,52.0,1,0,52.0
C00456,6,3,15.0,1,0,15.0
C00456,6,4,1.0,1,0,1.0
C00456,6,5,53.0,1,0,53.0
C00456,6,6,42.0,1,0,42.0
C00456,6,7,49.0,1,0,23.0
C00456,7,1,26.0,1,0,26.0
C00456,7,2,36.0,1,0,36.0
C00456,7,3,30.0,1,0,30.0
C00456,7,4,2.0,1,0,2.0
C00456,7,5,30.0,1,0,30.0
C00456,7,6,50.0,1,0,50.0
C00456,7,7,3.0,1,1,0.0
C00456,8,1,2.0,1,0,2.0
C00456,8,2,27.0,1,0,27.0
C00456,8,3,39.0,1,0,39.0
C00456,8,4,43.0,1,0,43.0
C00456,8,5,7.0,1,1,0.0
C00456,8,6,12.0,1,0,12.0
C00456,8,7,18.0,1,1,0.0
C00457,1,1,65.0,1,0,65.0
C00457,1,2,3.0,1,0,3.0
C00457,1,3,16.0,1,0,16.0
C00457,1,4,21.0,1,0,21.0
C00457,1,5,1.0,1,1,0.0
C00457,1,6,14.0,1,1,0.0
C00457,1,7,13.0,1,1,0.0
C00457,2,1,,0,0,0.0
C00457,2,2,8.0,1,0,8.0
C00457,2,3,6.0,1,0,6.0
C00457,2,4,,0,0,0.0
C00457,2,5,8.0,1,0,8.0
C00457,2,6,24.0,1,0,24.0
C00457,2,7,29.0,1,0,29.0
C00457,3,1,,0,0,0.0
C00457,3,2,100.0,1,0,100.0
C00457,3,3,9.0,1,0,9.0
C00457,3,4,,0,0,0.0
C00457,3,5,10.0,1,0,10.0
C00457,3,6,2.0,1,0,2.0
C00457,3,7,,0,0,0.0
C00457,4,1,16.0,1,0,16.0
C00457,4,2,7.0,1,0,7.0
C00457,4,3,28.0,1,0,28.0
C00457,4,4,2.0,1,0,2.0
C00457,4,5,30.0,1,0,30.0
C00457,4,6,3.0,1,1,0.0
C00457,4,7,5.0,1,1,0.0
C00457,5,1,8.0,1,0,8.0
C00457,5,2,8.0,1,0,8.0
C00457,5,3,,0,0,0.0
C00457,5,4,1.0,1,0,1.0
C00457,5,5,,0,0,0.0
C00457,5,6,36.0,1,0,36.0
C00457,5,7,,0,0,0.0
C00457,6,1,17.0,1,0,17.0
C00457,6,2,16.0,1,0,16.0
C00457,6,3,16.0,1,0,16.0
C00457,6,4,16.0,1,0,16.0
C00457,6,5,8.0,1,0,8.0
C00457,6,6,38.0,1,0,38.0
C00457,6,7,100.0,1,0,89.0
C00457,7,1,47.0,1,0,47.0
C00457,7,2,49.0,1,0,49.0
C00457,7,3,30.0,1,0,30.0
C00457,7,4,11.0,1,0,11.0
C00457,7,5,4.0,1,1,0.0
C00457,7,6,35.0,1,0,35.0
C00457,7,7,27.0,1,0,27.0
C00457,8,1,71.0,1,0,71.0
C00457,8,2,18.0,1,0,18.0
C00457,8,3,5.0,1,0,5.0
C00457,8,4,49.0,1,0,49.0
C00457,8,5,34.0,1,0,34.0
C00457,8,6,47.0,1,0,23.0
C00457,8,7,8.0,1,1,0.0
C00458,1,1,,0,0,0.0
C00458,1,2,1.0,1,0,1.0
C00458,1,3,,0,0,0.0
C00458,1,4,,0,0,0.0
C00458,1,5,15.0,1,0,15.0
C00458,1,6,7.0,1,0,7.0
C00458,1,7,,0,0,0.0
C00458,2,1,4.0,1,0,4.0
C00458,2,2,39.0,1,0,39.0
C00458,2,3,8.0,1,0,8.0
C00458,2,4,100.0,1,0,100.0
C00458,2,5,9.0,1,0,9.0
C00458,2,6,57.0,1,0,40.0
C00458,2,7,2.0,1,1,0.0
C00458,3,1,,0,0,0.0
C00458,3,2,,0,0,0.0
C00458,3,3,79.0,1,0,79.0
C00458,3,4,11.0,1,0,11.0
C00458,3,5,2.0,1,0,2.0
C00458,3,6,2.0,1,0,2.0
C00458,3,7,33.0,1,0,33.0
C00458,4,1,11.0,1,0,11.0
C00458,4,2,28.0,1,0,28.0
C00458,4,3,,0,0,0.0
C00458,4,4,,0,0,0.0
C00458,4,5,22.0,1,0,22.0
C00458,4,6,,0,0,0.0
C00458,4,7,33.0,1,0,33.0
C00458,5,1,8.0,1,0,8.0
C00458,5,2,,0,0,0.0
C00458,5,3,75.0,1,0,75.0
C00458,5,4,,0,0,0.0
C00458,5,5,3.0,1,0,3.0
C00458,5,6,,0,0,0.0
C00458,5,7,,0,0,0.0
C00458,6,1,48.0,1,0,48.0
C00458,6,2,7.0,1,0,7.0
C00458,6,3,10.0,1,0,10.0
C00458,6,4,1.0,1,0,1.0
C00458,6,5,3.0,1,0,3.0
C00458,6,6,100.0,1,0,100.0
C00458,6,7,23.0,1,0,23.0
C00458,7,1,,0,0,0.0
C00458,7,2,38.0,1,0,38.0
C00458,7,3,20.0,1,0,20.0
C00458,7,4,29.0,1,0,29.0
C00458,7,5,18.0,1,0,18.0
C00458,7,6,1.0,1,0,1.0
C00458,7,7,,0,0,0.0
C00458,8,1,23.0,1,0,23.0
C00458,8,2,1.0,1,0,1.0
C00458,8,3,2.0,1,0,2.0
C00458,8,4,58.0,1,0,58.0
C00458,8,5,23.0,1,0,23.0
C00458,8,6,,0,0,0.0
C00458,8,7,11.0,1,0,11.0
C00459,1,1,,0,0,0.0
C00459,1,2,7.0,1,0,7.0
C00459,1,3,,0,0,0.0
C00459,1,4,11.0,1,0,11.0
C00459,1,5,32.0,1,0,32.0
C00459,1,6,37.0,1,0,37.0
C00459,1,7,,0,0,0.0
C00459,2,1,42.0,1,0,42.0
C00459,2,2,13.0,1,0,13.0
C00459,2,3,12.0,1,0,12.0
C00459,2,4,25.0,1,0,25.0
C00459,2,5,12.0,1,0,12.0
C00459,2,6,15.0,1,0,15.0
C00459,2,7,1.0,1,1,0.0
C00459,3,1,36.0,1,0,36.0
C00459,3,2,20.0,1,0,20.0
C00459,3,3,6.0,1,0,6.0
C00459,3,4,22.0,1,0,22.0
C00459,3,5,42.0,1,0,42.0
C00459,3,6,23.0,1,0,23.0
C00459,3,7,3.0,1,1,0.0
C00459,4,1,13.0,1,0,13.0
C00459,4,2,9.0,1,0,9.0
C00459,4,3,62.0,1,0,62.0
C00459,4,4,29.0,1,0,29.0
C00459,4,5,63.0,1,0,63.0
C00459,4,6,3.0,1,0,3.0
C00459,4,7,54.0,1,0,21.0
C00459,5,1,17.0,1,0,17.0
C00459,5,2,24.0,1,0,24.0
C00459,5,3,,0,0,0.0
C00459,5,4,1.0,1,0,1.0
C00459,5,5,,0,0,0.0
C00459,5,6,58.0,1,0,58.0
C00459,5,7,,0,0,0.0
C00459,6,1,,0,0,0.0
C00459,6,2,,0,0,0.0
C00459,6,3,29.0,1,0,29.0
C00459,6,4,14.0,1,0,14.0
C00459,6,5,68.0,1,0,68.0
C00459,6,6,,0,0,0.0
C00459,6,7,,0,0,0.0
C00459,7,1,78.0,1,0,78.0
C00459,7,2,21.0,1,0,21.0
C00459,7,3,5.0,1,0,5.0
C00459,7,4,47.0,1,0,47.0
C00459,7,5,9.0,1,1,0.0
C00459,7,6,8.0,1,0,8.0
C00459,7,7,5.0,1,1,0.0
C00459,8,1,23.0,1,0,23.0
C00459,8,2,50.0,1,0,50.0
C00459,8,3,21.0,1,0,21.0
C00459,8,4,8.0,1,0,8.0
C00459,8,5,26.0,1,0,26.0
C00459,8,6,30.0,1,0,30.0
C00459,8,7,,0,0,0.0
C00460,1,1,,0,0,0.0
C00460,1,2,13.0,1,0,13.0
C00460,1,3,2.0,1,0,2.0
C00460,1,4,2.0,1,0,2.0
C00460,1,5,9.0,1,0,9.0
C00460,1,6,,0,0,0.0
C00460,1,7,28.0,1,0,28.0
C00460,2,1,5.0,1,0,5.0
C00460,2,2,,0,0,0.0
C00460,2,3,15.0,1,0,15.0
C00460,2,4,,0,0,0.0
C00460,2,5,,0,0,0.0
C00460,2,6,22.0,1,0,22.0
C00460,2,7,60.0,1,0,60.0
C00460,3,1,,0,0,0.0
C00460,3,2,17.0,1,0,17.0
C00460,3,3,,0,0,0.0
C00460,3,4,5.0,1,0,5.0
C00460,3,5,43.0,1,0,43.0
C00460,3,6,28.0,1,0,28.0
C00460,3,7,,0,0,0.0
C00460,4,1,,0,0,0.0
C00460,4,2,12.0,1,0,12.0
C00460,4,3,5.0,1,0,5.0
C00460,4,4,82.0,1,0,82.0
C00460,4,5,72.0,1,0,72.0
C00460,4,6,2.0,1,0,2.0
C00460,4,7,35.0,1,0,27.0
C00460,5,1,2.0,1,0,2.0
C00460,5,2,20.0,1,0,20.0
C00460,5,3,5.0,1,0,5.0
C00460,5,4,50.0,1,0,50.0
C00460,5,5,,0,0,0.0
C00460,5,6,30.0,1,0,30.0
C00460,5,7,,0,0,0.0
C00460,6,1,,0,0,0.0
C00460,6,2,,0,0,0.0
C00460,6,3,2.0,1,0,2.0
C00460,6,4,6.0,1,0,6.0
C00460,6,5,18.0,1,0,18.0
C00460,6,6,83.0,1,0,83.0
C00460,6,7,,0,0,0.0
C00460,7,1,,0,0,0.0
C00460,7,2,,0,0,0.0
C00460,7,3,100.0,1,0,100.0
C00460,7,4,36.0,1,0,36.0
C00460,7,5,7.0,1,0,7.0
C00460,7,6,17.0,1,0,17.0
C00460,7,7,,0,0,0.0
C00460,8,1,29.0,1,0,29.0
C00460,8,2,20.0,1,0,20.0
C00460,8,3,6.0,1,0,6.0
C00460,8,4,9.0,1,0,9.0
C00460,8,5,,0,0,0.0
C00460,8,6,9.0,1,0,9.0
C00460,8,7,10.0,1,0,10.0
C00461,1,1,44.0,1,0,44.0
C00461,1,2,1.0,1,0,1.0
C00461,1,3,25.0,1,0,25.0
C00461,1,4,,0,0,0.0
C00461,1,5,12.0,1,0,12.0
C00461,1,6,,0,0,0.0
C00461,1,7,,0,0,0.0
C00461,2,1,17.0,1,0,17.0
C00461,2,2,52.0,1,0,52.0
C00461,2,3,33.0,1,0,33.0
C00461,2,4,,0,0,0.0
C00461,2,5,,0,0,0.0
C00461,2,6,,0,0,0.0
C00461,2,7,,0,0,0.0
C00461,3,1,19.0,1,0,19.0
C00461,3,2,37.0,1,0,37.0
C00461,3,3,7.0,1,0,7.0
C00461,3,4,28.0,1,0,28.0
C00461,3,5,,0,0,0.0
C00461,3,6,,0,0,0.0
C00461,3,7,,0,0,0.0
C00461,4,1,21.0,1,0,21.0
C00461,4,2,11.0,1,0,11.0
C00461,4,3,5.0,1,0,5.0
C00461,4,4,6.0,1,0,6.0
C00461,4,5,26.0,1,0,26.0
C00461,4,6,,0,0,0.0
C00461,4,7,,0,0,0.0
C00461,5,1,56.0,1,0,56.0
C00461,5,2,13.0,1,0,13.0
C00461,5,3,1.0,1,0,1.0
C00461,5,4,,0,0,0.0
C00461,5,5,,0,0,0.0
C00461,5,6,6.0,1,0,6.0
C00461,5,7,,0,0,0.0
C00461,6,1,18.0,1,0,18.0
C00461,6,2,31.0,1,0,31.0
C00461,6,3,12.0,1,0,12.0
C00461,6,4,,0,0,0.0
C00461,6,5,,0,0,0.0
C00461,6,6,,0,0,0.0
C00461,6,7,,0,0,0.0
C00461,7,1,2.0,1,0,2.0
C00461,7,2,61.0,1,0,61.0
C00461,7,3,1.0,1,0,1.0
C00461,7,4,1.0,1,0,1.0
C00461,7,5,,0,0,0.0
C00461,7,6,,0,0,0.0
C00461,7,7,,0,0,0.0
C00461,8,1,1.0,1,0,1.0
C00461,8,2,16.0,1,0,16.0
C00461,8,3,13.0,1,0,13.0
C00461,8,4,,0,0,0.0
C00461,8,5,2.0,1,0,2.0
C00461,8,6,,0,0,0.0
C00461,8,7,,0,0,0.0
C00462,1,1,5.0,1,0,5.0
C00462,1,2,11.0,1,0,11.0
C00462,1,3,,0,0,0.0
C00462,1,4,,0,0,0.0
C00462,1,5,,0,0,0.0
C00462,1,6,4.0,1,0,4.0
C00462,1,7,45.0,1,0,45.0
C00462,2,1,10.0,1,0,10.0
C00462,2,2,10.0,1,0,10.0
C00462,2,3,28.0,1,0,28.0
C00462,2,4,39.0,1,0,39.0
C00462,2,5,14.0,1,0,14.0
C00462,2,6,14.0,1,1,0.0
C00462,2,7,19.0,1,1,0.0
C00462,3,1,,0,0,0.0
C00462,3,2,10.0,1,0,10.0
C00462,3,3,27.0,1,0,27.0
C00462,3,4,,0,0,0.0
C00462,3,5,7.0,1,0,7.0
C00462,3,6,,0,0,0.0
C00462,3,7,5.0,1,0,5.0
C00462,4,1,4.0,1,0,4.0
C00462,4,2,,0,0,0.0
C00462,4,3,,0,0,0.0
C00462,4,4,64.0,1,0,64.0
C00462,4,5,4.0,1,0,4.0
C00462,4,6,29.0,1,0,29.0
C00462,4,7,3.0,1,0,3.0
C00462,5,1,10.0,1,0,10.0
C00462,5,2,5.0,1,0,5.0
C00462,5,3,91.0,1,0,91.0
C00462,5,4,59.0,1,0,59.0
C00462,5,5,,0,0,0.0
C00462,5,6,11.0,1,0,11.0
C00462,5,7,53.0,1,0,24.0
C00462,6,1,34.0,1,0,34.0
C00462,6,2,27.0,1,0,27.0
C00462,6,3,3.0,1,0,3.0
C00462,6,4,60.0,1,0,60.0
C00462,6,5,39.0,1,0,39.0
C00462,6,6,46.0,1,0,37.0
C00462,6,7,8.0,1,1,0.0
C00462,7,1,,0,0,0.0
C00462,7,2,2.0,1,0,2.0
C00462,7,3,26.0,1,0,26.0
C00462,7,4,1.0,1,0,1.0
C00462,7,5,21.0,1,0,21.0
C00462,7,6,12.0,1,0,12.0
C00462,7,7,1.0,1,0,1.0
C00462,8,1,39.0,1,0,39.0
C00462,8,2,25.0,1,0,25.0
C00462,8,3,1.0,1,0,1.0
C00462,8,4,2.0,1,0,2.0
C00462,8,5,68.0,1,0,68.0
C00462,8,6,1.0,1,1,0.0
C00462,8,7,9.0,1,1,0.0
C00463,1,1,,0,0,0.0
C00463,1,2,,0,0,0.0
C00463,1,3,26.0,1,0,26.0
C00463,1,4,28.0,1,0,28.0
C00463,1,5,3.0,1,0,3.0
C00463,1,6,14.0,1,0,14.0
C00463,1,7,,0,0,0.0
C00463,2,1,2.0,1,0,2.0
C00463,2,2,34.0,1,0,34.0
C00463,2,3,27.0,1,0,27.0
C00463,2,4,15.0,1,0,15.0
C00463,2,5,16.0,1,0,16.0
C00463,2,6,4.0,1,0,4.0
C00463,2,7,,0,0,0.0
C00463,3,1,,0,0,0.0
C00463,3,2,9.0,1,0,9.0
C00463,3,3,,0,0,0.0
C00463,3,4,,0,0,0.0
C00463,3,5,27.0,1,0,27.0
C00463,3,6,,0,0,0.0
C00463,3,7,10.0,1,0,10.0
C00463,4,1,10.0,1,0,10.0
C00463,4,2,6.0,1,0,6.0
C00463,4,3,4.0,1,0,4.0
C00463,4,4,,0,0,0.0
C00463,4,5,,0,0,0.0
C00463,4,6,,0,0,0.0
C00463,4,7,,0,0,0.0
C00463,5,1,,0,0,0.0
C00463,5,2,18.0,1,0,18.0
C00463,5,3,32.0,1,0,32.0
C00463,5,4,,0,0,0.0
C00463,5,5,38.0,1,0,38.0
C00463,5,6,2.0,1,0,2.0
C00463,5,7,,0,0,0.0
C00463,6,1,1.0,1,0,1.0
C00463,6,2,28.0,1,0,28.0
C00463,6,3,15.0,1,0,15.0
C00463,6,4,,0,0,0.0
C00463,6,5,,0,0,0.0
C00463,6,6,,0,0,0.0
C00463,6,7,,0,0,0.0
C00463,7,1,1.0,1,0,1.0
C00463,7,2,6.0,1,0,6.0
C00463,7,3,1.0,1,0,1.0
C00463,7,4,13.0,1,0,13.0
C00463,7,5,,0,0,0.0
C00463,7,6,1.0,1,0,1.0
C00463,7,7,3.0,1,0,3.0
C00463,8,1,18.0,1,0,18.0
C00463,8,2,10.0,1,0,10.0
C00463,8,3,7.0,1,0,7.0
C00463,8,4,1.0,1,0,1.0
C00463,8,5,,0,0,0.0
C00463,8,6,,0,0,0.0
C00463,8,7,34.0,1,0,34.0
C00464,1,1,10.0,1,0,10.0
C00464,1,2,,0,0,0.0
C00464,1,3,,0,0,0.0
C00464,1,4,41.0,1,0,41.0
C00464,1,5,8.0,1,0,8.0
C00464,1,6,,0,0,0.0
C00464,1,7,30.0,1,0,30.0
C00464,2,1,28.0,1,0,28.0
C00464,2,2,10.0,1,0,10.0
C00464,2,3,20.0,1,0,20.0
C00464,2,4,59.0,1,0,59.0
C00464,2,5,10.0,1,1,0.0
C00464,2,6,16.0,1,0,16.0
C00464,2,7,20.0,1,0,20.0
C00464,3,1,48.0,1,0,48.0
C00464,3,2,31.0,1,0,31.0
C00464,3,3,,0,0,0.0
C00464,3,4,9.0,1,0,9.0
C00464,3,5,10.0,1,0,10.0
C00464,3,6,39.0,1,0,39.0
C00464,3,7,,0,0,0.0
C00464,4,1,,0,0,0.0
C00464,4,2,51.0,1,0,51.0
C00464,4,3,48.0,1,0,48.0
C00464,4,4,45.0,1,0,45.0
C00464,4,5,17.0,1,0,17.0
C00464,4,6,56.0,1,0,39.0
C00464,4,7,,0,0,0.0
C00464,5,1,1.0,1,0,1.0
C00464,5,2,7.0,1,0,7.0
C00464,5,3,57.0,1,0,57.0
C00464,5,4,29.0,1,0,29.0
C00464,5,5,5.0,1,1,0.0
C00464,5,6,6.0,1,1,0.0
C00464,5,7,14.0,1,1,0.0
C00464,6,1,,0,0,0.0
C00464,6,2,1.0,1,0,1.0
C00464,6,3,,0,0,0.0
C00464,6,4,,0,0,0.0
C00464,6,5,3.0,1,0,3.0
C00464,6,6,,0,0,0.0
C00464,6,7,6.0,1,0,6.0
C00464,7,1,24.0,1,0,24.0
C00464,7,2,74.0,1,0,74.0
C00464,7,3,3.0,1,0,3.0
C00464,7,4,32.0,1,0,32.0
C00464,7,5,40.0,1,0,40.0
C00464,7,6,17.0,1,1,0.0
C00464,7,7,4.0,1,1,0.0
C00464,8,1,14.0,1,0,14.0
C00464,8,2,100.0,1,0,100.0
C00464,8,3,34.0,1,0,34.0
C00464,8,4,3.0,1,0,3.0
C00464,8,5,100.0,1,0,49.0
C00464,8,6,10.0,1,1,0.0
C00464,8,7,38.0,1,0,0.0
C00465,1,1,4.0,1,0,4.0
C00465,1,2,14.0,1,0,14.0
C00465,1,3,,0,0,0.0
C00465,1,4,1.0,1,0,1.0
C00465,1,5,2.0,1,0,2.0
C00465,1,6,,0,0,0.0
C00465,1,7,38.0,1,0,38.0
C00465,2,1,12.0,1,0,12.0
C00465,2,2,52.0,1,0,52.0
C00465,2,3,100.0,1,0,100.0
C00465,2,4,25.0,1,0,25.0
C00465,2,5,98.0,1,0,11.0
C00465,2,6,1.0,1,1,0.0
C00465,2,7,26.0,1,0,0.0
C00465,3,1,,0,0,0.0
C00465,3,2,,0,0,0.0
C00465,3,3,,0,0,0.0
C00465,3,4,3.0,1,0,3.0
C00465,3,5,6.0,1,0,6.0
C00465,3,6,,0,0,0.0
C00465,3,7,12.0,1,0,12.0
C00465,4,1,52.0,1,0,52.0
C00465,4,2,29.0,1,0,29.0
C00465,4,3,13.0,1,0,13.0
C00465,4,4,74.0,1,0,74.0
C00465,4,5,49.0,1,0,32.0
C00465,4,6,49.0,1,0,0.0
C00465,4,7,6.0,1,1,0.0
C00465,5,1,100.0,1,0,100.0
C00465,5,2,100.0,1,0,100.0
C00465,5,3,46.0,1,0,0.0
C00465,5,4,8.0,1,0,0.0
C00465,5,5,38.0,1,0,0.0
C00465,5,6,28.0,1,0,0.0
C00465,5,7,64.0,1,0,0.0
C00465,6,1,6.0,1,0,6.0
C00465,6,2,,0,0,0.0
C00465,6,3,33.0,1,0,33.0
C00465,6,4,4.0,1,0,4.0
C00465,6,5,19.0,1,0,19.0
C00465,6,6,,0,0,0.0
C00465,6,7,38.0,1,0,38.0
C00465,7,1,,0,0,0.0
C00465,7,2,2.0,1,0,2.0
C00465,7,3,23.0,1,0,23.0
C00465,7,4,1.0,1,0,1.0
C00465,7,5,41.0,1,0,41.0
C00465,7,6,62.0,1,0,62.0
C00465,7,7,14.0,1,0,14.0
C00465,8,1,33.0,1,0,33.0
C00465,8,2,37.0,1,0,37.0
C00465,8,3,56.0,1,0,56.0
C00465,8,4,10.0,1,0,10.0
C00465,8,5,21.0,1,0,21.0
C00465,8,6,1.0,1,1,0.0
C00465,8,7,1.0,1,1,0.0
C00466,1,1,28.0,1,0,28.0
C00466,1,2,,0,0,0.0
C00466,1,3,,0,0,0.0
C00466,1,4,,0,0,0.0
C00466,1,5,1.0,1,0,1.0
C00466,1,6,30.0,1,0,30.0
C00466,1,7,12.0,1,0,12.0
C00466,2,1,29.0,1,0,29.0
C00466,2,2,25.0,1,0,25.0
C00466,2,3,,0,0,0.0
C00466,2,4,7.0,1,0,7.0
C00466,2,5,,0,0,0.0
C00466,2,6,,0,0,0.0
C00466,2,7,21.0,1,0,21.0
C00466,3,1,,0,0,0.0
C00466,3,2,,0,0,0.0
C00466,3,3,,0,0,0.0
C00466,3,4,,0,0,0.0
C00466,3,5,56.0,1,0,56.0
C00466,3,6,24.0,1,0,24.0
C00466,3,7,100.0,1,0,100.0
C00466,4,1,23.0,1,0,23.0
C00466,4,2,1.0,1,0,1.0
C00466,4,3,,0,0,0.0
C00466,4,4,5.0,1,0,5.0
C00466,4,5,56.0,1,0,56.0
C00466,4,6,23.0,1,0,23.0
C00466,4,7,20.0,1,0,20.0
C00466,5,1,,0,0,0.0
C00466,5,2,2.0,1,0,2.0
C00466,5,3,19.0,1,0,19.0
C00466,5,4,,0,0,0.0
C00466,5,5,,0,0,0.0
C00466,5,6,,0,0,0.0
C00466,5,7,27.0,1,0,27.0
C00466,6,1,,0,0,0.0
C00466,6,2,1.0,1,0,1.0
C00466,6,3,,0,0,0.0
C00466,6,4,53.0,1,0,53.0
C00466,6,5,10.0,1,0,10.0
C00466,6,6,,0,0,0.0
C00466,6,7,22.0,1,0,22.0
C00466,7,1,32.0,1,0,32.0
C00466,7,2,21.0,1,0,21.0
C00466,7,3,,0,0,0.0
C00466,7,4,11.0,1,0,11.0
C00466,7,5,,0,0,0.0
C00466,7,6,,0,0,0.0
C00466,7,7,,0,0,0.0
C00466,8,1,2.0,1,0,2.0
C00466,8,2,9.0,1,0,9.0
C00466,8,3,25.0,1,0,25.0
C00466,8,4,9.0,1,0,9.0
C00466,8,5,,0,0,0.0
C00466,8,6,17.0,1,0,17.0
C00466,8,7,4.0,1,0,4.0
C00467,1,1,4.0,1,0,4.0
C00467,1,2,57.0,1,0,57.0
C00467,1,3,26.0,1,0,26.0
C00467,1,4,,0,0,0.0
C00467,1,5,22.0,1,0,22.0
C00467,1,6,7.0,1,0,7.0
C00467,1,7,86.0,1,0,84.0
C00467,2,1,4.0,1,0,4.0
