customer_id,week,day_in_window,sessions,session_dur_min
C00422,5,2,0.0,0.0
C00422,5,3,7.5,47.6
C00422,5,4,1.79,7.6
C00422,5,5,2.73,13.9
C00422,5,6,0.69,5.6
C00422,5,7,2.19,5.3
C00422,6,1,3.97,15.5
C00422,6,2,4.89,23.0
C00422,6,3,1.34,7.5
C00422,6,4,2.74,11.6
C00422,6,5,2.53,14.6
C00422,6,6,2.67,18.9
C00422,6,7,0.84,2.1
C00422,7,1,4.58,21.4
C00422,7,2,0.0,0.0
C00422,7,3,3.55,20.7
C00422,7,4,2.66,11.4
C00422,7,5,0.0,0.0
C00422,7,6,0.69,4.4
C00422,7,7,2.27,14.7
C00422,8,1,1.63,11.6
C00422,8,2,3.02,11.7
C00422,8,3,5.31,23.0
C00422,8,4,2.16,6.2
C00422,8,5,0.03,0.9
C00422,8,6,1.01,1.5
C00422,8,7,4.17,27.2
C00423,1,1,10.13,63.1
C00423,1,2,6.49,39.6
C00423,1,3,2.78,14.1
C00423,1,4,0.58,6.3
C00423,1,5,2.46,10.1
C00423,1,6,0.81,3.9
C00423,1,7,2.15,12.0
C00423,2,1,1.98,5.1
C00423,2,2,4.22,26.2
C00423,2,3,2.22,12.9
C00423,2,4,0.0,0.0
C00423,2,5,2.18,14.3
C00423,2,6,0.99,3.6
C00423,2,7,1.44,8.6
C00423,3,1,4.34,26.1
C00423,3,2,5.99,19.6
C00423,3,3,2.98,19.6
C00423,3,4,2.22,6.2
C00423,3,5,3.14,20.0
C00423,3,6,2.36,5.7
C00423,3,7,1.97,11.0
C00423,4,1,5.56,19.4
C00423,4,2,0.0,0.0
C00423,4,3,2.59,7.1
C00423,4,4,2.52,18.6
C00423,4,5,0.18,2.2
C00423,4,6,0.39,0.2
C00423,4,7,2.5,17.5
C00423,5,1,3.02,15.2
C00423,5,2,0.38,2.1
C00423,5,3,0.0,0.0
C00423,5,4,1.15,7.9
C00423,5,5,3.71,23.5
C00423,5,6,0.31,2.5
C00423,5,7,5.36,18.7
C00423,6,1,4.95,22.0
C00423,6,2,4.14,20.8
C00423,6,3,1.67,5.7
C00423,6,4,3.05,11.2
C00423,6,5,4.01,8.5
C00423,6,6,5.72,18.7
C00423,6,7,1.09,9.4
C00423,7,1,6.52,42.5
C00423,7,2,5.97,37.2
C00423,7,3,3.8,13.8
C00423,7,4,0.0,1.5
C00423,7,5,0.09,0.1
C00423,7,6,0.6,3.8
C00423,7,7,2.74,13.1
C00423,8,1,0.0,1.3
C00423,8,2,1.97,13.2
C00423,8,3,2.92,15.8
C00423,8,4,2.02,11.2
C00423,8,5,5.93,27.2
C00423,8,6,4.7,17.4
C00423,8,7,4.2,26.6
C00424,1,1,1.18,8.0
C00424,1,2,2.56,15.7
C00424,1,3,3.38,24.1
C00424,1,4,2.99,11.7
C00424,1,5,3.55,18.6
C00424,1,6,0.9,4.2
C00424,1,7,2.63,11.4
C00424,2,1,2.24,15.5
C00424,2,2,3.15,12.3
C00424,2,3,1.02,6.8
C00424,2,4,3.59,13.8
C00424,2,5,2.18,12.6
C00424,2,6,4.55,31.1
C00424,2,7,0.0,1.8
C00424,3,1,1.66,1.7
C00424,3,2,3.15,18.8
C00424,3,3,1.2,8.1
C00424,3,4,3.56,23.3
C00424,3,5,2.52,12.4
C00424,3,6,7.04,19.9
C00424,3,7,0.0,0.0
C00424,4,1,1.96,6.4
C00424,4,2,2.15,11.4
C00424,4,3,1.81,11.5
C00424,4,4,0.0,0.2
C00424,4,5,1.38,9.3
C00424,4,6,0.0,0.0
C00424,4,7,4.1,14.4
C00424,5,1,1.86,5.0
C00424,5,2,0.5,5.8
C00424,5,3,4.35,18.2
C00424,5,4,1.98,5.7
C00424,5,5,2.12,15.2
C00424,5,6,4.61,18.1
C00424,5,7,3.81,24.6
C00424,6,1,3.62,19.0
C00424,6,2,4.71,26.5
C00424,6,3,1.96,13.3
C00424,6,4,2.39,10.8
C00424,6,5,2.9,20.4
C00424,6,6,5.03,18.8
C00424,6,7,5.9,30.7
C00424,7,1,1.94,11.1
C00424,7,2,1.47,9.8
C00424,7,3,4.33,23.4
C00424,7,4,4.14,27.1
C00424,7,5,5.29,36.2
C00424,7,6,0.91,4.3
C00424,7,7,0.67,6.3
C00424,8,1,3.25,19.9
C00424,8,2,1.79,13.5
C00424,8,3,0.39,4.5
C00424,8,4,1.76,7.7
C00424,8,5,6.55,34.1
C00424,8,6,4.02,25.6
C00424,8,7,0.0,0.0
C00425,1,1,2.78,11.3
C00425,1,2,3.59,21.4
C00425,1,3,0.54,0.7
C00425,1,4,3.5,11.8
C00425,1,5,2.36,16.1
C00425,1,6,0.0,0.6
C00425,1,7,9.92,42.3
C00425,2,1,3.84,21.8
C00425,2,2,5.18,17.1
C00425,2,3,2.05,12.8
C00425,2,4,1.46,2.3
C00425,2,5,0.07,0.0
C00425,2,6,8.36,32.6
C00425,2,7,3.72,18.9
C00425,3,1,2.93,13.0
C00425,3,2,0.0,0.0
C00425,3,3,4.04,22.8
C00425,3,4,1.26,6.8
C00425,3,5,2.88,14.2
C00425,3,6,7.52,28.2
C00425,3,7,2.92,17.7
C00425,4,1,1.86,7.6
C00425,4,2,4.16,19.3
C00425,4,3,2.57,18.9
C00425,4,4,0.68,5.7
C00425,4,5,1.68,5.2
C00425,4,6,5.48,30.7
C00425,4,7,6.78,32.8
C00425,5,1,7.16,35.8
C00425,5,2,2.21,9.7
C00425,5,3,2.33,10.6
C00425,5,4,0.0,0.0
C00425,5,5,2.29,15.9
C00425,5,6,6.31,27.0
C00425,5,7,3.23,6.8
C00425,6,1,1.09,7.8
C00425,6,2,3.38,12.6
C00425,6,3,3.15,18.2
C00425,6,4,0.0,0.0
C00425,6,5,0.89,3.6
C00425,6,6,6.56,28.2
C00425,6,7,6.42,41.6
C00425,7,1,1.61,5.9
C00425,7,2,3.5,17.0
C00425,7,3,1.9,9.7
C00425,7,4,0.16,0.0
C00425,7,5,1.81,5.7
C00425,7,6,6.88,30.0
C00425,7,7,2.56,7.5
C00425,8,1,1.72,10.3
C00425,8,2,1.19,4.5
C00425,8,3,2.33,11.9
C00425,8,4,2.1,13.4
C00425,8,5,3.74,21.7
C00425,8,6,4.61,33.2
C00425,8,7,8.67,52.8
C00426,1,1,6.88,31.8
C00426,1,2,7.78,45.0
C00426,1,3,7.36,22.7
C00426,1,4,2.62,9.0
C00426,1,5,2.2,9.9
C00426,1,6,1.52,6.7
C00426,1,7,1.43,9.3
C00426,2,1,4.63,27.2
C00426,2,2,0.0,0.1
C00426,2,3,1.09,7.7
C00426,2,4,2.45,13.7
C00426,2,5,1.41,9.2
C00426,2,6,2.16,6.9
C00426,2,7,1.47,9.3
C00426,3,1,3.47,25.2
C00426,3,2,1.71,5.7
C00426,3,3,1.48,10.0
C00426,3,4,1.08,6.8
C00426,3,5,1.2,7.5
C00426,3,6,0.0,0.0
C00426,3,7,1.95,7.7
C00426,4,1,6.69,40.5
C00426,4,2,0.0,0.0
C00426,4,3,4.31,18.9
C00426,4,4,0.0,0.0
C00426,4,5,3.43,23.0
C00426,4,6,0.0,0.0
C00426,4,7,1.56,8.3
C00426,5,1,0.35,3.8
C00426,5,2,4.94,29.3
C00426,5,3,4.42,29.2
C00426,5,4,2.1,8.8
C00426,5,5,2.1,12.6
C00426,5,6,5.29,24.4
C00426,5,7,1.79,6.2
C00426,6,1,0.58,2.9
C00426,6,2,5.81,37.6
C00426,6,3,1.54,7.5
C00426,6,4,1.91,10.7
C00426,6,5,1.74,7.7
C00426,6,6,3.74,26.5
C00426,6,7,4.16,17.5
C00426,7,1,1.95,13.1
C00426,7,2,8.16,34.3
C00426,7,3,0.68,3.7
C00426,7,4,3.09,17.1
C00426,7,5,3.05,8.4
C00426,7,6,2.38,13.3
C00426,7,7,1.87,14.1
C00426,8,1,6.19,41.8
C00426,8,2,1.31,4.2
C00426,8,3,3.37,10.5
C00426,8,4,0.38,1.9
C00426,8,5,1.0,4.5
C00426,8,6,0.0,0.0
C00426,8,7,2.5,14.4
C00427,1,1,2.43,15.9
C00427,1,2,3.01,16.2
C00427,1,3,1.81,9.5
C00427,1,4,1.77,6.5
C00427,1,5,0.0,0.0
C00427,1,6,2.09,11.1
C00427,1,7,5.96,36.2
C00427,2,1,4.33,23.3
C00427,2,2,3.05,18.8
C00427,2,3,0.32,1.8
C00427,2,4,2.89,17.7
C00427,2,5,2.56,21.0
C00427,2,6,7.1,51.4
C00427,2,7,5.41,19.0
C00427,3,1,3.68,11.3
C00427,3,2,2.21,10.7
C00427,3,3,5.22,13.3
C00427,3,4,1.54,4.6
C00427,3,5,2.99,20.8
C00427,3,6,5.24,18.4
C00427,3,7,9.68,51.0
C00427,4,1,5.13,20.8
C00427,4,2,1.3,4.2
C00427,4,3,5.44,25.4
C00427,4,4,1.73,10.4
C00427,4,5,0.0,2.6
C00427,4,6,4.83,34.1
C00427,4,7,4.48,28.6
C00427,5,1,4.51,25.9
C00427,5,2,1.53,3.2
C00427,5,3,2.58,10.6
C00427,5,4,2.04,9.6
C00427,5,5,3.52,25.1
C00427,5,6,2.85,11.9
C00427,5,7,5.74,21.8
C00427,6,1,2.94,14.7
C00427,6,2,2.83,15.6
C00427,6,3,1.32,8.2
C00427,6,4,1.69,9.3
C00427,6,5,3.43,22.4
C00427,6,6,5.47,28.0
C00427,6,7,8.0,37.9
C00427,7,1,3.14,18.7
C00427,7,2,1.29,7.5
C00427,7,3,3.55,18.7
C00427,7,4,1.42,8.1
C00427,7,5,5.81,25.0
C00427,7,6,3.56,11.6
C00427,7,7,6.85,38.0
C00427,8,1,3.11,10.3
C00427,8,2,1.68,7.7
C00427,8,3,2.9,10.4
C00427,8,4,0.3,3.1
C00427,8,5,2.11,9.0
C00427,8,6,9.93,45.9
C00427,8,7,0.83,0.8
C00428,1,1,6.11,23.8
C00428,1,2,6.76,27.3
C00428,1,3,5.67,22.7
C00428,1,4,0.02,0.0
C00428,1,5,0.91,6.2
C00428,1,6,2.09,13.1
C00428,1,7,1.18,5.8
C00428,2,1,0.0,0.0
C00428,2,2,5.08,28.5
C00428,2,3,1.78,6.1
C00428,2,4,2.14,14.4
C00428,2,5,2.28,10.7
C00428,2,6,0.86,7.3
C00428,2,7,3.86,13.6
C00428,3,1,4.93,17.5
C00428,3,2,0.83,3.6
C00428,3,3,3.04,20.4
C00428,3,4,3.13,11.6
C00428,3,5,1.13,5.5
C00428,3,6,6.06,24.6
C00428,3,7,2.59,11.8
C00428,4,1,4.59,19.6
C00428,4,2,4.27,14.2
C00428,4,3,3.07,17.9
C00428,4,4,1.41,9.4
C00428,4,5,1.39,11.3
C00428,4,6,1.14,6.0
C00428,4,7,0.73,5.0
C00428,5,1,1.93,8.0
C00428,5,2,2.66,8.1
C00428,5,3,2.93,14.1
C00428,5,4,1.03,9.0
C00428,5,5,1.98,8.1
C00428,5,6,0.0,1.2
C00428,5,7,0.5,2.3
C00428,6,1,4.49,15.9
C00428,6,2,4.11,23.6
C00428,6,3,2.32,8.6
C00428,6,4,1.25,10.0
C00428,6,5,2.93,12.6
C00428,6,6,1.43,2.9
C00428,6,7,1.14,6.2
C00428,7,1,1.84,4.3
C00428,7,2,0.3,4.0
C00428,7,3,4.35,21.5
C00428,7,4,4.03,13.8
C00428,7,5,1.94,6.0
C00428,7,6,1.5,2.4
C00428,7,7,2.59,10.7
C00428,8,1,4.68,21.9
C00428,8,2,4.6,19.9
C00428,8,3,0.0,0.0
C00428,8,4,3.93,25.4
C00428,8,5,2.5,14.2
C00428,8,6,0.0,2.5
C00428,8,7,0.4,3.9
C00429,1,1,2.7,16.2
C00429,1,2,3.24,25.2
C00429,1,3,0.72,4.6
C00429,1,4,3.21,21.5
C00429,1,5,2.32,6.8
C00429,1,6,6.62,20.3
C00429,1,7,3.44,15.7
C00429,2,1,2.73,6.5
C00429,2,2,0.82,4.7
C00429,2,3,1.41,6.7
C00429,2,4,1.55,9.8
C00429,2,5,1.02,5.2
C00429,2,6,8.62,39.0
C00429,2,7,9.78,67.2
C00429,3,1,4.01,20.4
C00429,3,2,2.95,9.5
C00429,3,3,2.49,13.7
C00429,3,4,4.28,24.7
C00429,3,5,3.9,26.0
C00429,3,6,2.94,8.5
C00429,3,7,7.52,33.7
C00429,4,1,4.0,25.8
C00429,4,2,1.07,5.1
C00429,4,3,3.05,15.1
C00429,4,4,0.48,4.4
C00429,4,5,0.0,0.0
C00429,4,6,5.8,31.1
C00429,4,7,5.76,36.2
C00429,5,1,3.23,20.0
C00429,5,2,1.44,8.1
C00429,5,3,2.36,12.2
C00429,5,4,2.96,14.2
C00429,5,5,3.17,22.1
C00429,5,6,5.39,32.4
C00429,5,7,9.74,58.2
C00429,6,1,1.78,4.5
C00429,6,2,0.61,1.9
C00429,6,3,3.81,21.0
C00429,6,4,4.7,20.6
C00429,6,5,2.25,13.0
C00429,6,6,12.55,66.6
C00429,6,7,3.97,17.1
C00429,7,1,3.94,28.9
C00429,7,2,2.18,16.1
C00429,7,3,2.62,13.0
C00429,7,4,3.72,24.8
C00429,7,5,0.04,1.8
C00429,7,6,2.05,7.5
C00429,7,7,6.36,24.3
C00429,8,1,1.29,10.7
C00429,8,2,1.87,6.1
C00429,8,3,3.9,25.6
C00429,8,4,3.39,13.5
C00429,8,5,1.46,9.6
C00429,8,6,1.59,6.2
C00429,8,7,1.22,7.1
C00430,1,1,1.49,5.4
C00430,1,2,3.45,22.9
C00430,1,3,1.88,10.4
C00430,1,4,2.47,12.9
C00430,1,5,4.38,28.4
C00430,1,6,5.42,23.8
C00430,1,7,8.4,44.6
C00430,2,1,2.04,14.8
C00430,2,2,0.83,2.1
C00430,2,3,2.51,8.8
C00430,2,4,3.62,19.3
C00430,2,5,0.95,5.3
C00430,2,6,1.99,11.3
C00430,2,7,3.98,24.2
C00430,3,1,0.51,2.2
C00430,3,2,2.24,13.0
C00430,3,3,0.0,1.2
C00430,3,4,2.29,11.3
C00430,3,5,2.03,9.0
C00430,3,6,9.6,47.2
C00430,3,7,1.07,6.4
C00430,4,1,3.39,17.3
C00430,4,2,4.61,20.9
C00430,4,3,3.89,15.2
C00430,4,4,1.84,13.9
C00430,4,5,3.87,18.2
C00430,4,6,3.48,15.3
C00430,4,7,4.74,21.3
C00430,5,1,3.23,21.9
C00430,5,2,0.93,7.2
C00430,5,3,4.09,17.1
C00430,5,4,4.28,28.7
C00430,5,5,0.77,3.8
C00430,5,6,5.14,17.3
C00430,5,7,2.49,15.3
C00430,6,1,1.59,3.8
C00430,6,2,2.36,9.8
C00430,6,3,2.32,10.4
C00430,6,4,2.74,15.5
C00430,6,5,0.0,0.0
C00430,6,6,2.42,16.1
C00430,6,7,6.33,25.3
C00430,7,1,5.23,27.7
C00430,7,2,2.47,5.5
C00430,7,3,1.4,4.9
C00430,7,4,2.79,19.5
C00430,7,5,3.12,8.3
C00430,7,6,2.95,19.4
C00430,7,7,7.25,45.2
C00430,8,1,3.79,13.1
C00430,8,2,4.15,22.0
C00430,8,3,3.48,15.5
C00430,8,4,1.66,12.2
C00430,8,5,1.84,11.1
C00430,8,6,4.7,27.4
C00430,8,7,4.97,19.1
C00431,1,1,3.4,18.5
C00431,1,2,6.12,37.5
C00431,1,3,0.3,2.2
C00431,1,4,4.02,22.6
C00431,1,5,3.15,15.5
C00431,1,6,0.0,0.0
C00431,1,7,1.67,11.0
C00431,2,1,1.08,8.9
C00431,2,2,2.62,9.3
C00431,2,3,2.77,17.5
C00431,2,4,4.24,12.1
C00431,2,5,1.13,4.0
C00431,2,6,13.42,91.3
C00431,2,7,5.58,32.4
C00431,3,1,0.74,3.2
C00431,3,2,3.79,25.2
C00431,3,3,0.47,4.2
C00431,3,4,3.87,22.6
C00431,3,5,0.09,0.9
C00431,3,6,5.32,36.2
C00431,3,7,6.17,43.4
C00431,4,1,1.25,7.2
C00431,4,2,1.14,4.4
C00431,4,3,3.9,15.4
C00431,4,4,2.92,19.4
C00431,4,5,1.09,5.5
C00431,4,6,4.43,26.8
C00431,4,7,2.16,13.7
C00431,5,1,4.95,31.3
C00431,5,2,1.33,6.0
C00431,5,3,2.96,15.7
C00431,5,4,4.14,11.0
C00431,5,5,2.83,18.1
C00431,5,6,0.29,0.5
C00431,5,7,6.85,41.3
C00431,6,1,1.6,5.5
C00431,6,2,0.0,0.0
C00431,6,3,0.0,0.0
C00431,6,4,3.41,13.4
C00431,6,5,1.9,8.2
C00431,6,6,3.72,13.3
C00431,6,7,4.08,13.8
C00431,7,1,4.57,20.9
C00431,7,2,1.23,6.1
C00431,7,3,4.63,31.1
C00431,7,4,1.67,11.5
C00431,7,5,4.91,26.1
C00431,7,6,1.58,7.1
C00431,7,7,3.86,17.3
C00431,8,1,1.3,7.8
C00431,8,2,2.52,9.0
C00431,8,3,2.83,16.9
C00431,8,4,1.93,7.4
C00431,8,5,1.89,6.4
C00431,8,6,4.91,27.2
C00431,8,7,6.81,38.5
C00432,1,1,4.14,14.7
C00432,1,2,4.68,27.5
C00432,1,3,3.8,14.7
C00432,1,4,0.3,3.4
C00432,1,5,1.66,7.3
C00432,1,6,5.63,26.0
C00432,1,7,6.01,17.7
C00432,2,1,6.11,39.3
C00432,2,2,2.22,9.3
C00432,2,3,4.04,23.5
C00432,2,4,2.39,17.9
C00432,2,5,1.49,4.1
C00432,2,6,4.16,18.6
C00432,2,7,3.89,13.0
C00432,3,1,2.36,11.3
C00432,3,2,0.94,6.4
C00432,3,3,1.24,3.1
C00432,3,4,2.97,18.7
C00432,3,5,3.22,19.8
C00432,3,6,0.0,1.5
C00432,3,7,4.51,25.5
C00432,4,1,0.6,3.6
C00432,4,2,3.19,14.3
C00432,4,3,1.15,4.0
C00432,4,4,4.33,18.8
C00432,4,5,2.45,8.7
C00432,4,6,2.12,9.9
C00432,4,7,5.2,30.0
C00432,5,1,2.24,6.2
C00432,5,2,3.33,18.7
C00432,5,3,2.34,19.5
C00432,5,4,2.14,12.3
C00432,5,5,2.07,14.2
C00432,5,6,3.69,15.7
C00432,5,7,2.05,11.0
C00432,6,1,3.19,20.0
C00432,6,2,1.58,3.6
C00432,6,3,4.11,22.8
C00432,6,4,4.48,21.5
C00432,6,5,4.85,17.1
C00432,6,6,0.0,1.2
C00432,6,7,3.22,7.8
C00432,7,1,0.42,0.5
C00432,7,2,4.68,26.4
C00432,7,3,4.02,15.9
C00432,7,4,0.48,2.1
C00432,7,5,4.59,22.4
C00432,7,6,17.69,73.3
C00432,7,7,3.99,18.7
C00432,8,1,2.64,18.2
C00432,8,2,5.02,18.1
C00432,8,3,0.0,0.0
C00432,8,4,1.12,4.6
C00432,8,5,0.52,0.0
C00432,8,6,0.91,1.8
C00432,8,7,2.53,11.4
C00433,1,1,1.75,11.7
C00433,1,2,4.11,24.4
C00433,1,3,0.05,1.6
C00433,1,4,2.14,13.9
C00433,1,5,2.24,12.8
C00433,1,6,10.93,35.4
C00433,1,7,7.16,41.6
C00433,2,1,0.07,0.0
C00433,2,2,2.62,12.6
C00433,2,3,1.83,11.7
C00433,2,4,4.49,22.6
C00433,2,5,3.23,18.6
C00433,2,6,6.78,20.4
C00433,2,7,8.11,42.8
C00433,3,1,1.67,5.7
C00433,3,2,1.74,7.9
C00433,3,3,5.66,26.8
C00433,3,4,2.58,10.6
C00433,3,5,4.37,13.4
C00433,3,6,7.68,45.5
C00433,3,7,0.69,5.3
C00433,4,1,5.17,31.2
C00433,4,2,3.09,11.6
C00433,4,3,2.1,9.7
C00433,4,4,2.89,12.2
C00433,4,5,3.12,17.2
C00433,4,6,3.45,14.4
C00433,4,7,6.27,40.6
C00433,5,1,2.29,9.3
C00433,5,2,0.0,0.8
C00433,5,3,2.37,9.3
C00433,5,4,2.17,7.7
C00433,5,5,3.41,16.1
C00433,5,6,4.68,13.7
C00433,5,7,4.97,22.3
C00433,6,1,1.4,7.8
C00433,6,2,2.07,8.3
C00433,6,3,3.25,11.7
C00433,6,4,2.09,11.4
C00433,6,5,4.97,26.0
C00433,6,6,1.61,8.0
C00433,6,7,3.2,7.0
C00433,7,1,3.43,12.4
C00433,7,2,3.19,19.1
C00433,7,3,0.0,2.5
C00433,7,4,3.92,21.7
C00433,7,5,3.33,19.3
C00433,7,6,2.69,15.5
C00433,7,7,8.79,63.3
C00433,8,1,1.34,7.3
C00433,8,2,1.39,3.3
C00433,8,3,0.42,1.9
C00433,8,4,2.26,14.6
C00433,8,5,3.57,20.5
C00433,8,6,0.0,0.0
C00433,8,7,5.68,35.2
C00434,1,1,0.34,2.1
C00434,1,2,2.05,11.8
C00434,1,3,2.46,8.1
C00434,1,4,3.32,21.0
C00434,1,5,3.2,19.7
C00434,1,6,1.69,12.4
C00434,1,7,3.27,17.5
C00434,2,1,5.16,21.8
C00434,2,2,4.38,20.1
C00434,2,3,5.62,26.0
C00434,2,4,2.28,9.5
C00434,2,5,3.01,19.7
C00434,2,6,5.33,27.3
C00434,2,7,4.01,26.4
C00434,3,1,0.0,0.0
C00434,3,2,0.0,0.5
C00434,3,3,4.25,25.5
C00434,3,4,1.3,6.7
C00434,3,5,0.0,0.0
C00434,3,6,1.84,10.4
C00434,3,7,0.04,0.0
C00434,4,1,0.32,4.3
C00434,4,2,0.0,1.4
C00434,4,3,0.45,0.7
C00434,4,4,1.43,5.9
C00434,4,5,0.82,0.0
C00434,4,6,4.06,27.2
C00434,4,7,0.26,0.0
C00434,5,1,7.99,51.2
C00434,5,2,4.39,24.4
C00434,5,3,5.71,25.0
C00434,5,4,0.49,4.2
C00434,5,5,1.0,6.8
C00434,5,6,0.0,1.6
C00434,5,7,1.24,7.2
C00434,6,1,3.6,13.9
C00434,6,2,4.06,26.0
C00434,6,3,2.59,15.2
C00434,6,4,1.98,14.0
C00434,6,5,2.6,14.9
C00434,6,6,0.45,0.0
C00434,6,7,0.79,5.6
C00434,7,1,2.93,12.9
C00434,7,2,6.64,43.5
C00434,7,3,1.87,12.7
C00434,7,4,0.13,0.0
C00434,7,5,1.74,8.8
C00434,7,6,3.43,23.0
C00434,7,7,2.16,9.0
C00434,8,1,0.0,0.0
C00434,8,2,0.0,0.0
C00434,8,3,0.0,1.2
C00434,8,4,1.13,6.3
C00434,8,5,3.37,24.3
C00434,8,6,3.18,16.8
C00434,8,7,0.0,3.1
C00435,1,1,8.4,36.7
C00435,1,2,3.75,20.2
C00435,1,3,0.31,1.8
C00435,1,4,0.98,7.0
C00435,1,5,1.96,13.6
C00435,1,6,0.58,3.5
C00435,1,7,0.99,4.3
C00435,2,1,4.12,19.1
C00435,2,2,3.56,22.9
C00435,2,3,2.95,19.6
C00435,2,4,1.25,8.6
C00435,2,5,4.62,17.7
C00435,2,6,0.9,4.7
C00435,2,7,2.93,14.3
C00435,3,1,0.0,0.0
C00435,3,2,5.73,23.2
C00435,3,3,5.1,20.8
C00435,3,4,3.41,12.4
C00435,3,5,4.54,17.9
C00435,3,6,1.42,10.7
C00435,3,7,2.29,12.9
C00435,4,1,8.5,30.1
C00435,4,2,4.71,22.0
C00435,4,3,4.73,28.6
C00435,4,4,2.21,11.1
C00435,4,5,0.85,4.4
C00435,4,6,0.63,0.0
C00435,4,7,0.25,3.5
C00435,5,1,8.91,60.0
C00435,5,2,5.97,38.0
C00435,5,3,6.13,37.0
C00435,5,4,2.56,13.5
C00435,5,5,2.88,15.8
C00435,5,6,2.6,8.4
C00435,5,7,0.96,3.8
C00435,6,1,1.27,8.6
C00435,6,2,2.24,15.8
C00435,6,3,5.76,27.3
C00435,6,4,4.36,28.0
C00435,6,5,0.65,5.4
C00435,6,6,0.72,5.3
C00435,6,7,0.0,1.6
C00435,7,1,5.73,15.3
C00435,7,2,1.9,10.1
C00435,7,3,4.82,17.4
C00435,7,4,1.18,4.7
C00435,7,5,1.69,13.3
C00435,7,6,1.06,4.1
C00435,7,7,2.63,17.7
C00435,8,1,0.73,5.4
C00435,8,2,0.0,0.0
C00435,8,3,4.18,26.6
C00435,8,4,1.7,11.4
C00435,8,5,1.3,7.4
C00435,8,6,1.77,6.8
C00435,8,7,2.35,11.3
C00436,1,1,3.54,24.4
C00436,1,2,0.81,3.8
C00436,1,3,5.97,34.3
C00436,1,4,4.95,19.5
C00436,1,5,2.76,12.4
C00436,1,6,2.57,9.6
C00436,1,7,0.38,0.2
C00436,2,1,6.73,25.2
C00436,2,2,6.3,24.0
C00436,2,3,3.53,17.4
C00436,2,4,0.0,0.5
C00436,2,5,0.77,1.6
C00436,2,6,1.92,10.3
C00436,2,7,0.43,2.4
C00436,3,1,7.32,23.2
C00436,3,2,3.17,11.5
C00436,3,3,3.9,26.4
C00436,3,4,1.7,6.3
C00436,3,5,5.83,24.4
C00436,3,6,1.58,12.6
C00436,3,7,1.13,4.8
C00436,4,1,3.49,15.0
C00436,4,2,7.59,45.4
C00436,4,3,0.0,0.6
C00436,4,4,0.0,0.0
C00436,4,5,2.74,16.6
C00436,4,6,0.07,2.2
C00436,4,7,2.2,8.0
C00436,5,1,3.74,23.3
C00436,5,2,7.76,48.9
C00436,5,3,5.96,25.2
C00436,5,4,3.92,27.6
C00436,5,5,0.0,0.7
C00436,5,6,2.7,12.4
C00436,5,7,2.53,10.3
C00436,6,1,4.37,23.0
C00436,6,2,8.09,29.1
C00436,6,3,1.0,2.7
C00436,6,4,4.37,17.9
C00436,6,5,0.66,2.8
C00436,6,6,0.0,0.0
C00436,6,7,4.45,20.7
C00436,7,1,2.19,10.7
C00436,7,2,3.92,21.9
C00436,7,3,0.71,7.1
C00436,7,4,5.69,20.5
C00436,7,5,3.3,20.6
C00436,7,6,1.51,6.1
C00436,7,7,1.87,6.2
C00436,8,1,3.51,17.7
C00436,8,2,0.0,0.0
C00436,8,3,2.47,7.5
C00436,8,4,2.4,13.9
C00436,8,5,4.25,25.5
C00436,8,6,0.71,3.9
C00436,8,7,2.66,12.8
C00437,1,1,4.06,17.8
C00437,1,2,3.73,23.4
C00437,1,3,2.67,17.8
C00437,1,4,0.0,0.0
C00437,1,5,2.56,14.5
C00437,1,6,3.97,14.1
C00437,1,7,4.15,20.4
C00437,2,1,0.98,3.6
C00437,2,2,1.58,9.9
C00437,2,3,2.97,12.7
C00437,2,4,2.88,11.6
C00437,2,5,2.85,15.6
C00437,2,6,0.0,0.0
C00437,2,7,2.69,8.4
C00437,3,1,2.56,12.7
C00437,3,2,1.04,5.8
C00437,3,3,1.7,9.1
C00437,3,4,6.89,43.2
C00437,3,5,5.67,32.7
C00437,3,6,0.46,5.2
C00437,3,7,2.32,10.4
C00437,4,1,0.0,1.4
C00437,4,2,3.14,9.8
C00437,4,3,4.36,16.4
C00437,4,4,3.97,15.7
C00437,4,5,2.73,13.3
C00437,4,6,1.07,3.9
C00437,4,7,5.82,37.7
C00437,5,1,1.74,5.4
C00437,5,2,3.48,12.6
C00437,5,3,4.08,25.3
C00437,5,4,0.63,5.6
C00437,5,5,1.63,3.2
C00437,5,6,0.0,0.0
C00437,5,7,5.87,18.1
C00437,6,1,4.61,26.9
C00437,6,2,0.0,1.1
C00437,6,3,3.82,24.3
C00437,6,4,2.46,12.3
C00437,6,5,0.0,0.0
C00437,6,6,1.18,3.7
C00437,6,7,1.06,4.8
C00437,7,1,3.38,23.9
C00437,7,2,2.56,15.2
C00437,7,3,1.96,7.9
C00437,7,4,6.26,25.1
C00437,7,5,1.78,6.6
C00437,7,6,4.36,19.1
C00437,7,7,0.0,0.0
C00437,8,1,1.2,4.2
C00437,8,2,0.0,2.8
C00437,8,3,1.12,7.5
C00437,8,4,0.7,3.6
C00437,8,5,3.81,17.7
C00437,8,6,2.39,10.9
C00437,8,7,2.83,15.1
C00438,1,1,2.8,7.7
C00438,1,2,1.56,7.4
C00438,1,3,2.35,14.5
C00438,1,4,0.0,0.0
C00438,1,5,2.89,19.4
C00438,1,6,2.4,15.7
